Texas Education Agency

Total Enrollment Counts in Student Program and Special Populations Reports

PEIMS Data 2015-2016

"SCOPE","AGG_LEVEL","YEAR","DISTRICT NUMBER","DISTRICT NAME","REGION","TOTAL ENROLLMENT","TOTAL G & T STUDENTS","TOTAL CTE STUDENTS","TOTAL LEP STUDENTS","TOTAL BILINGUAL STUDENTS","TOTAL ESL STUDENTS","TOTAL ECONOMICALLY DISADVANTAGED STUDENTS","TOTAL TITLE I STUDENTS","TOTAL AT RISK STUDENTS","TOTAL MILITARY CONNECTED STUDENTS","TOTAL FOSTER CARE STUDENTS","TOTAL STUDENTS RECEIVING SPECIAL EDUCATION SERVICES","TOTAL DYSLEXIC STUDENTS"
"STATE","DISTRICT","2015-2016",108807,"IDEA PUBLIC SCHOOLS",01,23526,0,773,8216,5582,2510,20970,23526,11624,281,65,1108,116
"STATE","DISTRICT","2015-2016",108808,"VANGUARD ACADEMY",01,2397,0,241,869,744,118,2002,2394,1328,11,-9999999,84,23
"STATE","DISTRICT","2015-2016",108809,"EXCELLENCE IN LEADERSHIP ACADEMY",01,201,0,0,147,147,0,178,200,157,0,0,16,0
"STATE","DISTRICT","2015-2016",108902,"DONNA ISD",01,15334,1338,2958,7454,4776,2737,14244,15334,11870,15,15,1077,39
"STATE","DISTRICT","2015-2016",108903,"EDCOUCH-ELSA ISD",01,5135,606,1512,1456,851,597,5117,5135,3534,36,7,375,112
"STATE","DISTRICT","2015-2016",108904,"EDINBURG CISD",01,34570,2059,7019,10991,7657,3252,29375,34345,21352,153,28,2091,180
"STATE","DISTRICT","2015-2016",108905,"HIDALGO ISD",01,3268,324,811,1864,1138,723,2924,3268,2417,5,0,194,16
"STATE","DISTRICT","2015-2016",108906,"MCALLEN ISD",01,24330,2419,6591,7515,5420,2574,17729,23334,14075,34,69,2127,285
"STATE","DISTRICT","2015-2016",108907,"MERCEDES ISD",01,5664,768,1544,1517,983,429,4808,5643,3851,28,10,396,124
"STATE","DISTRICT","2015-2016",108908,"MISSION CISD",01,15765,1548,4725,5038,3281,1589,13217,15765,9839,35,16,1140,167
"STATE","DISTRICT","2015-2016",108909,"PHARR-SAN JUAN-ALAMO ISD",01,32612,2484,8947,14245,9936,4955,28608,32612,25469,151,80,2082,112
"STATE","DISTRICT","2015-2016",108910,"PROGRESO ISD",01,1978,148,481,1104,769,321,1902,1978,1331,0,0,120,14
"STATE","DISTRICT","2015-2016",108911,"SHARYLAND ISD",01,10054,1000,2481,2883,2094,765,6107,9363,5251,45,10,616,193
"STATE","DISTRICT","2015-2016",108912,"LA JOYA ISD",01,29590,2927,7491,15166,9644,4981,27864,29590,23769,24,23,2075,333
"STATE","DISTRICT","2015-2016",108913,"WESLACO ISD",01,17806,974,5101,5071,2954,1963,14269,17806,11066,243,19,1474,345
"STATE","DISTRICT","2015-2016",108914,"LA VILLA ISD",01,591,55,171,113,71,29,527,591,407,-9999999,0,39,24
"STATE","DISTRICT","2015-2016",108915,"MONTE ALTO ISD",01,1062,18,242,342,196,134,940,1062,510,-9999999,0,62,30
"STATE","DISTRICT","2015-2016",108916,"VALLEY VIEW ISD",01,4524,331,1036,2661,1764,893,3861,4524,3157,-9999999,-9999999,280,10
"STATE","DISTRICT","2015-2016",109901,"ABBOTT ISD",12,270,-9999999,104,-9999999,0,-9999999,76,270,76,0,0,30,-9999999
"STATE","DISTRICT","2015-2016",109902,"BYNUM ISD",12,212,7,63,9,0,6,142,212,91,0,-9999999,23,9
"STATE","DISTRICT","2015-2016",109903,"COVINGTON ISD",12,317,21,116,-9999999,0,-9999999,154,317,127,-9999999,0,56,13
"STATE","DISTRICT","2015-2016",109904,"HILLSBORO ISD",12,1999,98,416,292,53,225,1465,1999,976,15,-9999999,217,12
"STATE","DISTRICT","2015-2016",109905,"HUBBARD ISD",12,368,35,112,5,0,5,230,367,128,8,0,29,10
"STATE","DISTRICT","2015-2016",109907,"ITASCA ISD",12,682,43,195,71,0,71,464,682,357,-9999999,14,69,-9999999
"STATE","DISTRICT","2015-2016",109908,"MALONE ISD",12,113,10,0,21,0,21,100,113,81,0,-9999999,16,-9999999
"STATE","DISTRICT","2015-2016",109910,"MOUNT CALM ISD",12,180,0,54,13,0,13,138,180,27,0,0,26,12
"STATE","DISTRICT","2015-2016",109911,"WHITNEY ISD",12,1480,107,292,76,0,75,923,748,683,12,-9999999,168,60
"STATE","DISTRICT","2015-2016",109912,"AQUILLA ISD",12,263,32,76,6,0,6,119,263,102,-9999999,-9999999,22,15
"STATE","DISTRICT","2015-2016",109913,"BLUM ISD",12,359,23,129,5,0,5,201,359,140,-9999999,0,46,9
"STATE","DISTRICT","2015-2016",109914,"PENELOPE ISD",12,187,-9999999,63,13,0,13,140,187,31,0,0,30,0
"STATE","DISTRICT","2015-2016",110901,"ANTON ISD",17,242,10,83,12,0,12,193,242,112,0,-9999999,19,-9999999
"STATE","DISTRICT","2015-2016",110902,"LEVELLAND ISD",17,3079,170,1027,229,142,76,2138,3079,1620,15,12,400,105
"STATE","DISTRICT","2015-2016",110905,"ROPES ISD",17,344,14,117,8,0,8,155,344,124,-9999999,-9999999,21,10
"STATE","DISTRICT","2015-2016",110906,"SMYER ISD",17,431,21,165,19,0,16,269,226,184,-9999999,-9999999,53,31
"STATE","DISTRICT","2015-2016",110907,"SUNDOWN ISD",17,670,72,157,14,0,14,239,351,175,9,7,48,48
"STATE","DISTRICT","2015-2016",110908,"WHITHARRAL ISD",17,183,9,40,-9999999,0,-9999999,61,183,53,0,0,11,-9999999
"STATE","DISTRICT","2015-2016",111901,"GRANBURY ISD",11,6991,609,1943,516,231,279,3468,5174,2491,93,18,795,272
"STATE","DISTRICT","2015-2016",111902,"LIPAN ISD",11,358,17,89,12,0,12,169,358,155,6,0,28,0
"STATE","DISTRICT","2015-2016",111903,"TOLAR ISD",11,779,28,282,11,0,11,225,167,153,6,0,54,29
"STATE","DISTRICT","2015-2016",112901,"SULPHUR SPRINGS ISD",08,4339,160,1119,537,260,271,2583,2180,1884,21,22,367,241
"STATE","DISTRICT","2015-2016",112905,"CUMBY ISD",08,352,37,151,6,0,5,197,352,166,0,-9999999,49,19
"STATE","DISTRICT","2015-2016",112906,"NORTH HOPKINS ISD",08,533,37,168,56,0,53,296,532,275,0,8,57,0
"STATE","DISTRICT","2015-2016",112907,"MILLER GROVE ISD",08,286,-9999999,92,21,0,21,171,285,72,0,0,36,7
"STATE","DISTRICT","2015-2016",112908,"COMO-PICKTON CISD",08,759,48,246,190,62,120,504,759,414,-9999999,0,59,47
"STATE","DISTRICT","2015-2016",112909,"SALTILLO ISD",08,262,0,71,27,0,26,185,261,98,0,0,26,0
"STATE","DISTRICT","2015-2016",112910,"SULPHUR BLUFF ISD",08,207,11,63,6,0,6,93,207,109,0,0,26,8
"STATE","DISTRICT","2015-2016",113901,"CROCKETT ISD",06,1286,56,295,231,18,209,1138,1260,708,5,-9999999,127,94
"STATE","DISTRICT","2015-2016",113902,"GRAPELAND ISD",06,482,26,193,8,0,8,332,211,282,7,-9999999,72,18
"STATE","DISTRICT","2015-2016",113903,"LOVELADY ISD",06,508,35,156,13,0,13,220,280,122,-9999999,-9999999,57,22
"STATE","DISTRICT","2015-2016",113905,"LATEXO ISD",06,512,42,141,6,0,6,228,511,244,-9999999,0,43,18
"STATE","DISTRICT","2015-2016",113906,"KENNARD ISD",06,256,15,85,0,0,0,151,256,101,-9999999,5,34,10
"STATE","DISTRICT","2015-2016",114901,"BIG SPRING ISD",18,4122,132,757,143,-9999999,109,2573,4122,2256,25,22,373,161
"STATE","DISTRICT","2015-2016",114902,"COAHOMA ISD",18,917,74,302,10,0,10,289,469,395,0,-9999999,65,39
"STATE","DISTRICT","2015-2016",114904,"FORSAN ISD",18,739,48,223,-9999999,0,-9999999,196,378,211,-9999999,-9999999,36,46
"STATE","DISTRICT","2015-2016",115901,"FT HANCOCK ISD",19,435,23,128,222,181,90,401,435,291,-9999999,0,28,-9999999
"STATE","DISTRICT","2015-2016",115902,"SIERRA BLANCA ISD",19,123,9,54,-9999999,0,-9999999,85,123,67,0,0,11,0
"STATE","DISTRICT","2015-2016",115903,"DELL CITY ISD",19,82,-9999999,31,29,0,27,65,82,48,0,0,11,0
"STATE","DISTRICT","2015-2016",116901,"CADDO MILLS ISD",10,1681,60,584,54,0,53,593,830,602,21,8,135,119
"STATE","DISTRICT","2015-2016",116902,"CELESTE ISD",10,499,31,149,6,0,6,264,349,175,-9999999,5,65,20
"STATE","DISTRICT","2015-2016",116903,"COMMERCE ISD",10,1604,100,415,139,0,138,1057,780,964,13,5,171,60
"STATE","DISTRICT","2015-2016",116905,"GREENVILLE ISD",08,5220,495,1197,1043,472,540,3422,3864,3096,7,-9999999,541,143
"STATE","DISTRICT","2015-2016",116906,"LONE OAK ISD",10,990,85,288,14,0,14,429,445,252,23,37,131,46
"STATE","DISTRICT","2015-2016",116908,"QUINLAN ISD",10,2573,115,788,225,49,173,1721,716,1308,14,21,305,125
"STATE","DISTRICT","2015-2016",116909,"WOLFE CITY ISD",10,662,39,184,30,0,30,364,319,278,-9999999,-9999999,72,50
"STATE","DISTRICT","2015-2016",116910,"CAMPBELL ISD",10,354,21,129,17,0,17,210,151,153,-9999999,0,34,25
"STATE","DISTRICT","2015-2016",116915,"BLAND ISD",10,608,36,251,82,0,82,320,434,166,0,0,58,6
"STATE","DISTRICT","2015-2016",116916,"BOLES ISD",10,516,49,145,10,0,9,281,516,215,-9999999,9,50,16
"STATE","DISTRICT","2015-2016",117901,"BORGER ISD",16,2761,159,613,270,138,103,1421,1984,1410,11,0,268,46
"STATE","DISTRICT","2015-2016",117903,"SANFORD-FRITCH ISD",16,774,49,166,0,0,0,335,404,243,-9999999,-9999999,88,-9999999
"STATE","DISTRICT","2015-2016",117904,"PLEMONS-STINNETT-PHILLIPS CISD",16,653,38,131,5,0,5,270,653,231,8,0,77,46
"STATE","DISTRICT","2015-2016",117907,"SPRING CREEK ISD",16,101,9,0,-9999999,0,-9999999,28,0,27,-9999999,0,-9999999,-9999999
"STATE","DISTRICT","2015-2016",118902,"IRION COUNTY ISD",15,326,17,110,0,0,0,136,326,136,-9999999,0,22,5
"STATE","DISTRICT","2015-2016",119901,"BRYSON ISD",09,263,6,107,7,0,7,148,263,118,0,-9999999,26,18
"STATE","DISTRICT","2015-2016",119902,"JACKSBORO ISD",09,962,39,244,130,0,130,551,221,504,-9999999,0,85,43
"STATE","DISTRICT","2015-2016",119903,"PERRIN-WHITT CISD",09,356,23,109,16,0,16,182,191,168,0,0,40,19
"STATE","DISTRICT","2015-2016",120901,"EDNA ISD",03,1557,78,384,151,0,146,992,1557,512,-9999999,-9999999,144,59
"STATE","DISTRICT","2015-2016",120902,"GANADO ISD",03,775,27,212,98,0,97,405,396,279,-9999999,0,63,6
"STATE","DISTRICT","2015-2016",120905,"INDUSTRIAL ISD",03,1221,63,359,41,0,41,400,615,354,0,-9999999,107,26
"STATE","DISTRICT","2015-2016",121902,"BROOKELAND ISD",05,417,8,112,0,0,0,248,417,100,0,0,47,51
"STATE","DISTRICT","2015-2016",121903,"BUNA ISD",05,1457,89,494,6,0,6,629,696,828,-9999999,0,137,54
"STATE","DISTRICT","2015-2016",121904,"JASPER ISD",05,2505,139,612,193,80,99,1875,2497,1503,-9999999,16,273,90
"STATE","DISTRICT","2015-2016",121905,"KIRBYVILLE CISD",05,1541,43,385,39,0,39,920,798,649,-9999999,7,110,57
"STATE","DISTRICT","2015-2016",121906,"EVADALE ISD",05,503,-9999999,177,6,0,6,146,240,155,0,0,38,64
"STATE","DISTRICT","2015-2016",122901,"FT DAVIS ISD",18,229,35,52,36,0,36,118,229,104,-9999999,0,22,0
"STATE","DISTRICT","2015-2016",122902,"VALENTINE ISD",18,46,0,-9999999,16,0,16,39,0,17,0,0,0,0
"STATE","DISTRICT","2015-2016",123803,"TEKOA ACADEMY OF ACCELERATED STUDI",05,492,0,41,0,0,0,457,489,171,0,0,17,0
"STATE","DISTRICT","2015-2016",123805,"EHRHART SCHOOL",05,366,0,0,118,0,118,303,366,193,5,6,14,5
"STATE","DISTRICT","2015-2016",123807,"BOB HOPE SCHOOL",05,516,0,256,108,0,66,451,516,158,-9999999,0,25,20
"STATE","DISTRICT","2015-2016",123905,"NEDERLAND ISD",05,5203,131,1240,374,66,287,2214,2206,1819,13,15,548,104
"STATE","DISTRICT","2015-2016",123907,"PORT ARTHUR ISD",05,8972,305,2199,2332,696,856,6859,8501,5857,-9999999,6,640,249
"STATE","DISTRICT","2015-2016",123908,"PORT NECHES-GROVES ISD",05,4982,86,1343,201,0,199,1668,1967,2022,0,0,457,113
"STATE","DISTRICT","2015-2016",123910,"BEAUMONT ISD",05,19232,1400,4719,2010,394,1462,14375,19177,6399,6,19,1504,891
"STATE","DISTRICT","2015-2016",123913,"SABINE PASS ISD",05,386,18,141,-9999999,0,-9999999,257,386,49,-9999999,0,11,0
"STATE","DISTRICT","2015-2016",123914,"HAMSHIRE-FANNETT ISD",05,1819,114,531,87,0,84,560,1817,701,13,5,130,23
"STATE","DISTRICT","2015-2016",124901,"JIM HOGG COUNTY ISD",01,1156,83,231,74,47,22,949,1156,447,13,0,79,5
"STATE","DISTRICT","2015-2016",125901,"ALICE ISD",02,5143,273,1471,182,83,64,3977,5143,2763,17,12,401,198
"STATE","DISTRICT","2015-2016",125902,"BEN BOLT-PALITO BLANCO ISD",02,579,20,208,27,0,29,404,577,230,-9999999,0,61,21
"STATE","DISTRICT","2015-2016",125903,"ORANGE GROVE ISD",02,1953,145,686,41,0,39,1115,1952,911,21,-9999999,189,0
"STATE","DISTRICT","2015-2016",125905,"PREMONT ISD",02,486,29,119,35,0,33,300,486,231,6,-9999999,46,10
"STATE","DISTRICT","2015-2016",125906,"LA GLORIA ISD",02,118,8,0,0,0,0,65,118,10,-9999999,0,6,-9999999
"STATE","DISTRICT","2015-2016",126901,"ALVARADO ISD",11,3596,239,842,484,277,197,2218,539,1868,22,-9999999,261,47
"STATE","DISTRICT","2015-2016",126902,"BURLESON ISD",11,11385,932,2824,505,214,280,4190,4835,4635,78,42,974,351
"STATE","DISTRICT","2015-2016",126903,"CLEBURNE ISD",11,6691,743,2211,1288,531,755,4438,4937,3637,69,12,604,341
"STATE","DISTRICT","2015-2016",126904,"GRANDVIEW ISD",11,1135,75,370,47,0,47,412,756,329,9,7,88,37
"STATE","DISTRICT","2015-2016",126905,"JOSHUA ISD",11,5144,197,1462,392,206,184,2546,2281,2057,56,21,360,328
"STATE","DISTRICT","2015-2016",126906,"KEENE ISD",11,1022,38,192,201,0,201,804,1022,514,-9999999,-9999999,79,8
"STATE","DISTRICT","2015-2016",126907,"RIO VISTA ISD",11,727,62,178,32,0,31,418,320,319,-9999999,5,78,33
"STATE","DISTRICT","2015-2016",126908,"VENUS ISD",11,1992,144,521,471,134,329,1464,1978,1008,28,-9999999,136,44
"STATE","DISTRICT","2015-2016",126911,"GODLEY ISD",11,1778,59,580,177,0,176,1001,1778,893,8,14,208,142
"STATE","DISTRICT","2015-2016",127901,"ANSON ISD",14,690,43,249,13,0,13,423,690,336,6,5,69,56
"STATE","DISTRICT","2015-2016",127903,"HAMLIN ISD",14,420,14,141,30,0,30,293,420,228,-9999999,-9999999,47,10
"STATE","DISTRICT","2015-2016",127904,"HAWLEY ISD",14,772,76,181,0,0,0,399,771,331,22,5,52,22
"STATE","DISTRICT","2015-2016",127905,"LUEDERS-AVOCA ISD",14,126,-9999999,67,0,0,0,98,92,50,-9999999,0,20,10
"STATE","DISTRICT","2015-2016",127906,"STAMFORD ISD",14,655,17,233,21,0,21,448,486,291,-9999999,-9999999,57,73
"STATE","DISTRICT","2015-2016",128901,"KARNES CITY ISD",03,1047,133,242,43,0,43,690,1039,439,22,-9999999,106,29
"STATE","DISTRICT","2015-2016",128902,"KENEDY ISD",03,803,74,156,46,0,41,554,800,426,-9999999,8,99,33
"STATE","DISTRICT","2015-2016",128903,"RUNGE ISD",03,304,25,85,-9999999,0,-9999999,245,303,203,-9999999,-9999999,26,-9999999
"STATE","DISTRICT","2015-2016",128904,"FALLS CITY ISD",20,360,27,133,7,0,7,60,28,60,-9999999,0,26,-9999999
"STATE","DISTRICT","2015-2016",129901,"CRANDALL ISD",10,3453,109,878,269,0,264,1524,1703,1298,31,20,277,113
"STATE","DISTRICT","2015-2016",129902,"FORNEY ISD",10,9386,402,2466,592,537,247,2200,1821,3081,118,48,764,475
"STATE","DISTRICT","2015-2016",129903,"KAUFMAN ISD",10,3836,187,1122,611,129,473,2496,2135,1720,30,38,350,79
"STATE","DISTRICT","2015-2016",129904,"KEMP ISD",10,1498,66,421,105,0,105,1032,1497,765,7,-9999999,161,32
"STATE","DISTRICT","2015-2016",129905,"MABANK ISD",10,3392,266,919,89,0,84,1951,3391,1400,67,26,356,201
"STATE","DISTRICT","2015-2016",129906,"TERRELL ISD",10,4260,291,1398,823,41,775,3170,2469,2488,-9999999,-9999999,367,117
"STATE","DISTRICT","2015-2016",129910,"SCURRY-ROSSER ISD",10,1012,54,389,24,0,24,433,294,311,-9999999,-9999999,114,53
"STATE","DISTRICT","2015-2016",130801,"MEADOWLAND CHARTER SCHOOL",20,101,0,28,0,0,0,88,101,96,0,68,37,0
"STATE","DISTRICT","2015-2016",130901,"BOERNE ISD",20,7902,434,1924,330,417,85,1422,183,2529,189,25,568,414
"STATE","DISTRICT","2015-2016",130902,"COMFORT ISD",13,1114,51,343,146,13,75,618,1114,402,-9999999,-9999999,119,44
"STATE","DISTRICT","2015-2016",131001,"KENEDY COUNTY WIDE CSD",02,76,8,0,5,0,5,50,76,33,5,0,6,-9999999
"STATE","DISTRICT","2015-2016",132902,"JAYTON-GIRARD ISD",17,128,0,48,0,0,0,39,128,46,0,-9999999,16,0
"STATE","DISTRICT","2015-2016",133901,"CENTER POINT ISD",20,569,14,198,107,0,106,404,569,276,-9999999,0,43,8
"STATE","DISTRICT","2015-2016",133902,"HUNT ISD",20,158,6,0,29,0,29,65,158,53,-9999999,0,17,0
"STATE","DISTRICT","2015-2016",133903,"KERRVILLE ISD",20,5024,294,1199,357,231,124,2873,3613,2575,-9999999,11,365,197
"STATE","DISTRICT","2015-2016",133904,"INGRAM ISD",20,1079,52,320,144,0,131,738,536,565,-9999999,9,91,19
"STATE","DISTRICT","2015-2016",133905,"DIVIDE ISD",20,19,0,0,-9999999,0,-9999999,0,0,-9999999,0,0,0,0
"STATE","DISTRICT","2015-2016",134901,"JUNCTION ISD",15,651,56,220,19,0,18,418,315,269,0,-9999999,70,6
"STATE","DISTRICT","2015-2016",135001,"GUTHRIE CSD",17,124,9,46,-9999999,0,-9999999,0,0,16,0,0,6,11
"STATE","DISTRICT","2015-2016",136901,"BRACKETT ISD",20,615,58,159,36,0,31,382,615,252,43,0,68,6
"STATE","DISTRICT","2015-2016",137901,"KINGSVILLE ISD",02,3444,157,926,144,87,39,2492,2389,1930,40,13,390,44
"STATE","DISTRICT","2015-2016",137902,"RICARDO ISD",02,672,33,0,27,0,24,393,672,243,10,-9999999,32,5
"STATE","DISTRICT","2015-2016",137903,"RIVIERA ISD",02,420,18,190,18,0,18,269,420,187,0,0,22,12
"STATE","DISTRICT","2015-2016",137904,"SANTA GERTRUDIS ISD",02,704,113,191,-9999999,0,-9999999,238,704,147,13,0,21,26
"STATE","DISTRICT","2015-2016",138902,"KNOX CITY-O'BRIEN CISD",09,304,7,93,24,0,24,207,138,140,-9999999,-9999999,45,15
"STATE","DISTRICT","2015-2016",138903,"MUNDAY CISD",09,396,23,94,21,0,21,247,396,147,0,0,61,19
"STATE","DISTRICT","2015-2016",138904,"BENJAMIN ISD",09,86,11,32,-9999999,0,-9999999,61,86,28,0,0,6,-9999999
"STATE","DISTRICT","2015-2016",139905,"CHISUM ISD",08,950,36,263,43,0,43,469,939,428,-9999999,-9999999,101,86
"STATE","DISTRICT","2015-2016",139908,"ROXTON ISD",08,155,21,58,6,0,6,122,155,39,0,0,18,-9999999
"STATE","DISTRICT","2015-2016",139909,"PARIS ISD",08,3703,406,771,401,135,236,2888,2474,1791,35,15,419,65
"STATE","DISTRICT","2015-2016",139911,"NORTH LAMAR ISD",08,2715,274,719,65,0,64,1277,1245,1109,8,8,372,237
"STATE","DISTRICT","2015-2016",139912,"PRAIRILAND ISD",08,1120,76,292,15,0,15,593,1120,408,5,5,118,79
"STATE","DISTRICT","2015-2016",140901,"AMHERST ISD",17,155,-9999999,54,57,0,56,131,152,116,0,-9999999,22,-9999999
"STATE","DISTRICT","2015-2016",140904,"LITTLEFIELD ISD",17,1444,65,325,91,0,91,1076,1444,646,-9999999,11,167,7
"STATE","DISTRICT","2015-2016",140905,"OLTON ISD",17,628,39,163,96,0,96,433,624,262,0,5,56,14
"STATE","DISTRICT","2015-2016",140907,"SPRINGLAKE-EARTH ISD",17,385,22,118,47,0,47,257,385,191,-9999999,-9999999,60,-9999999
"STATE","DISTRICT","2015-2016",140908,"SUDAN ISD",17,465,31,163,30,0,30,258,459,227,0,13,48,11
"STATE","DISTRICT","2015-2016",141901,"LAMPASAS ISD",12,3329,311,763,98,0,98,1731,1564,1377,352,19,341,201
"STATE","DISTRICT","2015-2016",141902,"LOMETA ISD",12,310,18,115,43,0,43,236,310,173,-9999999,12,33,38
"STATE","DISTRICT","2015-2016",142901,"COTULLA ISD",20,1361,133,387,102,0,91,1157,1361,768,6,0,145,78
"STATE","DISTRICT","2015-2016",143901,"HALLETTSVILLE ISD",03,1081,53,384,19,0,19,434,1071,384,-9999999,-9999999,105,33
"STATE","DISTRICT","2015-2016",143902,"MOULTON ISD",03,319,-9999999,87,33,0,33,161,319,95,0,0,28,-9999999
"STATE","DISTRICT","2015-2016",143903,"SHINER ISD",03,606,8,174,18,0,18,181,606,142,0,0,67,9
"STATE","DISTRICT","2015-2016",143904,"VYSEHRAD ISD",03,106,-9999999,0,0,0,0,46,0,6,0,0,9,0
"STATE","DISTRICT","2015-2016",143905,"SWEET HOME ISD",03,150,18,0,0,0,0,16,150,22,0,0,12,10
"STATE","DISTRICT","2015-2016",143906,"EZZELL ISD",03,96,-9999999,0,0,0,0,39,95,22,0,0,13,0
"STATE","DISTRICT","2015-2016",144901,"GIDDINGS ISD",13,1909,54,414,341,139,71,1315,1905,1072,-9999999,7,196,45
"STATE","DISTRICT","2015-2016",144902,"LEXINGTON ISD",13,964,44,310,10,0,9,399,964,362,-9999999,0,87,27
"STATE","DISTRICT","2015-2016",144903,"DIME BOX ISD",13,184,-9999999,42,19,-9999999,18,137,184,64,-9999999,5,35,6
"STATE","DISTRICT","2015-2016",145901,"BUFFALO ISD",06,926,68,276,144,0,144,591,922,564,0,0,63,39
"STATE","DISTRICT","2015-2016",145902,"CENTERVILLE ISD",06,672,22,247,20,0,20,280,367,256,-9999999,0,50,23
"STATE","DISTRICT","2015-2016",145906,"NORMANGEE ISD",06,554,46,187,22,0,21,287,554,196,-9999999,-9999999,53,0
"STATE","DISTRICT","2015-2016",145907,"OAKWOOD ISD",06,188,8,82,0,0,0,148,102,56,0,0,16,7
"STATE","DISTRICT","2015-2016",145911,"LEON ISD",06,797,84,230,114,0,114,418,392,291,-9999999,0,60,46
"STATE","DISTRICT","2015-2016",146901,"CLEVELAND ISD",04,4140,122,1063,1207,819,347,3311,4089,2667,6,7,334,140
"STATE","DISTRICT","2015-2016",146902,"DAYTON ISD",04,5322,176,1423,946,561,280,2973,5306,3125,11,10,492,54
"STATE","DISTRICT","2015-2016",146903,"DEVERS ISD",04,189,9,0,26,0,26,95,189,40,-9999999,0,12,0
"STATE","DISTRICT","2015-2016",146904,"HARDIN ISD",04,1399,53,301,41,0,41,709,1186,631,0,-9999999,85,33
"STATE","DISTRICT","2015-2016",146905,"HULL-DAISETTA ISD",05,459,24,138,6,0,6,320,458,252,0,0,34,31
"STATE","DISTRICT","2015-2016",146906,"LIBERTY ISD",04,2165,191,560,348,197,98,1336,2165,1145,19,14,186,44
"STATE","DISTRICT","2015-2016",146907,"TARKINGTON ISD",04,1885,80,473,32,0,31,880,899,808,7,5,192,59
"STATE","DISTRICT","2015-2016",147901,"COOLIDGE ISD",12,337,-9999999,76,52,0,52,274,337,176,0,0,46,16
"STATE","DISTRICT","2015-2016",147902,"GROESBECK ISD",12,1829,114,492,79,0,79,1214,1088,964,0,-9999999,185,0
"STATE","DISTRICT","2015-2016",147903,"MEXIA ISD",12,1927,58,508,328,100,217,1573,1393,1176,-9999999,0,189,30
"STATE","DISTRICT","2015-2016",148901,"BOOKER ISD",16,404,20,109,106,0,108,240,404,217,0,-9999999,34,14
"STATE","DISTRICT","2015-2016",148902,"FOLLETT ISD",16,174,5,35,22,0,22,87,174,68,0,0,11,0
"STATE","DISTRICT","2015-2016",148903,"HIGGINS ISD",16,152,7,50,5,0,5,105,152,75,0,0,22,-9999999
"STATE","DISTRICT","2015-2016",148905,"DARROUZETT ISD",16,113,-9999999,33,-9999999,0,-9999999,78,113,14,0,0,9,-9999999
"STATE","DISTRICT","2015-2016",149901,"GEORGE WEST ISD",02,1086,75,402,31,0,30,558,753,260,-9999999,7,98,29
"STATE","DISTRICT","2015-2016",149902,"THREE RIVERS ISD",02,702,67,232,30,0,30,439,396,242,0,0,60,54
"STATE","DISTRICT","2015-2016",150901,"LLANO ISD",13,1821,112,560,96,0,94,1118,922,798,17,15,207,56
"STATE","DISTRICT","2015-2016",152802,"RISE ACADEMY",17,272,0,0,0,0,0,241,272,50,-9999999,8,38,0
"STATE","DISTRICT","2015-2016",152803,"SOUTH PLAINS ACADEMY CHARTER DISTR",17,200,0,74,-9999999,0,-9999999,176,200,178,9,-9999999,21,0
"STATE","DISTRICT","2015-2016",152901,"LUBBOCK ISD",17,28921,1138,6747,1187,828,614,18648,23925,14162,175,126,3138,513
"STATE","DISTRICT","2015-2016",152902,"NEW DEAL ISD",17,717,33,216,18,0,18,374,293,382,-9999999,0,51,40
"STATE","DISTRICT","2015-2016",152903,"SLATON ISD",17,1264,86,366,64,0,61,980,1261,563,11,-9999999,155,14
"STATE","DISTRICT","2015-2016",152906,"LUBBOCK-COOPER ISD",17,5818,203,1141,149,24,125,1968,2989,1765,93,50,436,333
"STATE","DISTRICT","2015-2016",152907,"FRENSHIP ISD",17,9173,858,2786,336,136,211,3962,3208,3060,24,37,742,487
"STATE","DISTRICT","2015-2016",152908,"ROOSEVELT ISD",17,1085,36,309,30,0,30,823,528,536,-9999999,51,110,14
"STATE","DISTRICT","2015-2016",152909,"SHALLOWATER ISD",17,1622,135,441,42,0,41,679,699,643,21,8,135,87
"STATE","DISTRICT","2015-2016",152910,"IDALOU ISD",17,1004,38,293,25,0,25,360,421,285,6,-9999999,86,50
"STATE","DISTRICT","2015-2016",153903,"O'DONNELL ISD",17,306,12,94,23,0,23,242,306,162,6,0,23,16
"STATE","DISTRICT","2015-2016",153904,"TAHOKA ISD",17,588,35,153,18,0,18,399,588,222,0,-9999999,46,31
"STATE","DISTRICT","2015-2016",153905,"NEW HOME ISD",17,374,0,73,12,0,10,96,374,93,0,-9999999,31,13
"STATE","DISTRICT","2015-2016",153907,"WILSON ISD",17,114,6,44,12,0,12,93,114,52,0,0,12,0
"STATE","DISTRICT","2015-2016",154901,"MADISONVILLE CISD",06,2339,40,630,335,13,321,1647,2339,835,15,7,166,44
"STATE","DISTRICT","2015-2016",154903,"NORTH ZULCH ISD",06,350,19,141,8,0,8,244,350,104,0,0,29,11
"STATE","DISTRICT","2015-2016",155901,"JEFFERSON ISD",08,1206,78,350,12,0,12,797,1204,685,0,0,118,13
"STATE","DISTRICT","2015-2016",156902,"STANTON ISD",18,999,28,222,62,0,61,516,733,438,0,0,79,5
"STATE","DISTRICT","2015-2016",156905,"GRADY ISD",18,221,9,39,10,0,10,65,221,88,0,-9999999,15,-9999999
