PEIMS DATA FOR SCHOOL YEAR 2017-2018
STUDENT COUNTS LESS THAN 5 BUT NOT 0 AND RELATED INFORMATION ARE MASKED WITH "-9999999" IN COMPLIANCE WITH FERPA.
"Year","Region","County Name","District Name","District Number","Campus Name","Campus Number","Grade Group","Ethnicity Name","Enrollment by Ethnicity"
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MILLS EL",227901181,"ELEMENTARY","Hispanic",203
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MILLS EL",227901181,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MILLS EL",227901181,"ELEMENTARY","Two or More Races",73
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MILLS EL",227901181,"ELEMENTARY","White",477
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MURCHISON MIDDLE",227901052,"MIDDLE SCHOOL","Black or African American",63
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MURCHISON MIDDLE",227901052,"MIDDLE SCHOOL","American Indian or Alaska Native",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MURCHISON MIDDLE",227901052,"MIDDLE SCHOOL","Asian",119
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MURCHISON MIDDLE",227901052,"MIDDLE SCHOOL","Hispanic",413
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MURCHISON MIDDLE",227901052,"MIDDLE SCHOOL","Native Hawaiian/Other or Pacific Islander",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MURCHISON MIDDLE",227901052,"MIDDLE SCHOOL","Two or More Races",87
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MURCHISON MIDDLE",227901052,"MIDDLE SCHOOL","White",706
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"NORMAN EL",227901150,"ELEMENTARY","Black or African American",95
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"NORMAN EL",227901150,"ELEMENTARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"NORMAN EL",227901150,"ELEMENTARY","Asian",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"NORMAN EL",227901150,"ELEMENTARY","Hispanic",92
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"NORMAN EL",227901150,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"NORMAN EL",227901150,"ELEMENTARY","Two or More Races",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"NORMAN EL",227901150,"ELEMENTARY","White",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"O HENRY MIDDLE",227901047,"MIDDLE SCHOOL","Black or African American",42
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"O HENRY MIDDLE",227901047,"MIDDLE SCHOOL","American Indian or Alaska Native",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"O HENRY MIDDLE",227901047,"MIDDLE SCHOOL","Asian",21
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"O HENRY MIDDLE",227901047,"MIDDLE SCHOOL","Hispanic",348
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"O HENRY MIDDLE",227901047,"MIDDLE SCHOOL","Native Hawaiian/Other or Pacific Islander",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"O HENRY MIDDLE",227901047,"MIDDLE SCHOOL","Two or More Races",31
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"O HENRY MIDDLE",227901047,"MIDDLE SCHOOL","White",417
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"OAK HILL EL",227901148,"ELEMENTARY","Black or African American",20
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"OAK HILL EL",227901148,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"OAK HILL EL",227901148,"ELEMENTARY","Asian",55
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"OAK HILL EL",227901148,"ELEMENTARY","Hispanic",399
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"OAK HILL EL",227901148,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"OAK HILL EL",227901148,"ELEMENTARY","Two or More Races",48
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"OAK HILL EL",227901148,"ELEMENTARY","White",342
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"OAK SPRINGS EL",227901125,"ELEMENTARY","Black or African American",91
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"OAK SPRINGS EL",227901125,"ELEMENTARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"OAK SPRINGS EL",227901125,"ELEMENTARY","Asian",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"OAK SPRINGS EL",227901125,"ELEMENTARY","Hispanic",219
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"OAK SPRINGS EL",227901125,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"OAK SPRINGS EL",227901125,"ELEMENTARY","Two or More Races",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"OAK SPRINGS EL",227901125,"ELEMENTARY","White",6
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ODOM EL",227901156,"ELEMENTARY","Black or African American",24
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ODOM EL",227901156,"ELEMENTARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ODOM EL",227901156,"ELEMENTARY","Asian",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ODOM EL",227901156,"ELEMENTARY","Hispanic",413
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ODOM EL",227901156,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ODOM EL",227901156,"ELEMENTARY","Two or More Races",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ODOM EL",227901156,"ELEMENTARY","White",23
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ORTEGA EL",227901126,"ELEMENTARY","Black or African American",28
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ORTEGA EL",227901126,"ELEMENTARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ORTEGA EL",227901126,"ELEMENTARY","Asian",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ORTEGA EL",227901126,"ELEMENTARY","Hispanic",225
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ORTEGA EL",227901126,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ORTEGA EL",227901126,"ELEMENTARY","Two or More Races",7
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ORTEGA EL",227901126,"ELEMENTARY","White",13
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"OVERTON EL",227901189,"ELEMENTARY","Black or African American",115
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"OVERTON EL",227901189,"ELEMENTARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"OVERTON EL",227901189,"ELEMENTARY","Asian",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"OVERTON EL",227901189,"ELEMENTARY","Hispanic",425
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"OVERTON EL",227901189,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"OVERTON EL",227901189,"ELEMENTARY","Two or More Races",7
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"OVERTON EL",227901189,"ELEMENTARY","White",10
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PADRON EL",227901188,"ELEMENTARY","Black or African American",36
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PADRON EL",227901188,"ELEMENTARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PADRON EL",227901188,"ELEMENTARY","Asian",10
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PADRON EL",227901188,"ELEMENTARY","Hispanic",697
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PADRON EL",227901188,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PADRON EL",227901188,"ELEMENTARY","Two or More Races",6
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PADRON EL",227901188,"ELEMENTARY","White",9
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PALM EL",227901171,"ELEMENTARY","Black or African American",24
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PALM EL",227901171,"ELEMENTARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PALM EL",227901171,"ELEMENTARY","Asian",9
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PALM EL",227901171,"ELEMENTARY","Hispanic",390
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PALM EL",227901171,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PALM EL",227901171,"ELEMENTARY","Two or More Races",7
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PALM EL",227901171,"ELEMENTARY","White",16
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PAREDES M S",227901061,"MIDDLE SCHOOL","Black or African American",55
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PAREDES M S",227901061,"MIDDLE SCHOOL","American Indian or Alaska Native",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PAREDES M S",227901061,"MIDDLE SCHOOL","Asian",13
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PAREDES M S",227901061,"MIDDLE SCHOOL","Hispanic",716
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PAREDES M S",227901061,"MIDDLE SCHOOL","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PAREDES M S",227901061,"MIDDLE SCHOOL","Two or More Races",17
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PAREDES M S",227901061,"MIDDLE SCHOOL","White",87
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PATTON EL",227901143,"ELEMENTARY","Black or African American",44
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PATTON EL",227901143,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PATTON EL",227901143,"ELEMENTARY","Asian",149
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PATTON EL",227901143,"ELEMENTARY","Hispanic",266
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PATTON EL",227901143,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PATTON EL",227901143,"ELEMENTARY","Two or More Races",57
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PATTON EL",227901143,"ELEMENTARY","White",462
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PEASE EL",227901128,"ELEMENTARY","Black or African American",23
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PEASE EL",227901128,"ELEMENTARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PEASE EL",227901128,"ELEMENTARY","Asian",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PEASE EL",227901128,"ELEMENTARY","Hispanic",86
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PEASE EL",227901128,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PEASE EL",227901128,"ELEMENTARY","Two or More Races",16
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PEASE EL",227901128,"ELEMENTARY","White",108
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PECAN SPRINGS EL",227901129,"ELEMENTARY","Black or African American",158
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PECAN SPRINGS EL",227901129,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PECAN SPRINGS EL",227901129,"ELEMENTARY","Asian",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PECAN SPRINGS EL",227901129,"ELEMENTARY","Hispanic",272
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PECAN SPRINGS EL",227901129,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PECAN SPRINGS EL",227901129,"ELEMENTARY","Two or More Races",5
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PECAN SPRINGS EL",227901129,"ELEMENTARY","White",18
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PEREZ EL",227901190,"ELEMENTARY","Black or African American",29
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PEREZ EL",227901190,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PEREZ EL",227901190,"ELEMENTARY","Asian",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PEREZ EL",227901190,"ELEMENTARY","Hispanic",579
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PEREZ EL",227901190,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PEREZ EL",227901190,"ELEMENTARY","Two or More Races",18
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PEREZ EL",227901190,"ELEMENTARY","White",20
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PHOENIX ACADEMY",227901032,"ELEMENTARY / SECONDARY","Black or African American",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PHOENIX ACADEMY",227901032,"ELEMENTARY / SECONDARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PHOENIX ACADEMY",227901032,"ELEMENTARY / SECONDARY","Asian",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PHOENIX ACADEMY",227901032,"ELEMENTARY / SECONDARY","Hispanic",9
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PHOENIX ACADEMY",227901032,"ELEMENTARY / SECONDARY","Native Hawaiian/Other or Pacific Islander",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PHOENIX ACADEMY",227901032,"ELEMENTARY / SECONDARY","Two or More Races",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PHOENIX ACADEMY",227901032,"ELEMENTARY / SECONDARY","White",6
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PICKLE EL",227901164,"ELEMENTARY","Black or African American",31
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PICKLE EL",227901164,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PICKLE EL",227901164,"ELEMENTARY","Asian",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PICKLE EL",227901164,"ELEMENTARY","Hispanic",503
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PICKLE EL",227901164,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PICKLE EL",227901164,"ELEMENTARY","Two or More Races",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PICKLE EL",227901164,"ELEMENTARY","White",6
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PILLOW EL",227901151,"ELEMENTARY","Black or African American",63
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PILLOW EL",227901151,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PILLOW EL",227901151,"ELEMENTARY","Asian",24
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PILLOW EL",227901151,"ELEMENTARY","Hispanic",319
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PILLOW EL",227901151,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PILLOW EL",227901151,"ELEMENTARY","Two or More Races",20
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PILLOW EL",227901151,"ELEMENTARY","White",91
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PLEASANT HILL EL",227901130,"ELEMENTARY","Black or African American",26
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PLEASANT HILL EL",227901130,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PLEASANT HILL EL",227901130,"ELEMENTARY","Asian",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PLEASANT HILL EL",227901130,"ELEMENTARY","Hispanic",410
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PLEASANT HILL EL",227901130,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PLEASANT HILL EL",227901130,"ELEMENTARY","Two or More Races",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"PLEASANT HILL EL",227901130,"ELEMENTARY","White",23
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"READ PRE-K CENTER",227901131,"ELEMENTARY","Black or African American",16
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"READ PRE-K CENTER",227901131,"ELEMENTARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"READ PRE-K CENTER",227901131,"ELEMENTARY","Asian",23
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"READ PRE-K CENTER",227901131,"ELEMENTARY","Hispanic",240
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"READ PRE-K CENTER",227901131,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"READ PRE-K CENTER",227901131,"ELEMENTARY","Two or More Races",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"READ PRE-K CENTER",227901131,"ELEMENTARY","White",22
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"REAGAN H S",227901006,"HIGH SCHOOL","Black or African American",190
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"REAGAN H S",227901006,"HIGH SCHOOL","American Indian or Alaska Native",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"REAGAN H S",227901006,"HIGH SCHOOL","Asian",31
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"REAGAN H S",227901006,"HIGH SCHOOL","Hispanic",984
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"REAGAN H S",227901006,"HIGH SCHOOL","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"REAGAN H S",227901006,"HIGH SCHOOL","Two or More Races",9
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"REAGAN H S",227901006,"HIGH SCHOOL","White",36
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"REILLY EL",227901132,"ELEMENTARY","Black or African American",11
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"REILLY EL",227901132,"ELEMENTARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"REILLY EL",227901132,"ELEMENTARY","Asian",12
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"REILLY EL",227901132,"ELEMENTARY","Hispanic",194
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"REILLY EL",227901132,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"REILLY EL",227901132,"ELEMENTARY","Two or More Races",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"REILLY EL",227901132,"ELEMENTARY","White",18
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"RICHARDS SCH FOR YOUNG WOMEN LEADE",227901028,"ELEMENTARY / SECONDARY","Black or African American",50
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"RICHARDS SCH FOR YOUNG WOMEN LEADE",227901028,"ELEMENTARY / SECONDARY","American Indian or Alaska Native",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"RICHARDS SCH FOR YOUNG WOMEN LEADE",227901028,"ELEMENTARY / SECONDARY","Asian",22
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"RICHARDS SCH FOR YOUNG WOMEN LEADE",227901028,"ELEMENTARY / SECONDARY","Hispanic",537
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"RICHARDS SCH FOR YOUNG WOMEN LEADE",227901028,"ELEMENTARY / SECONDARY","Native Hawaiian/Other or Pacific Islander",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"RICHARDS SCH FOR YOUNG WOMEN LEADE",227901028,"ELEMENTARY / SECONDARY","Two or More Races",28
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"RICHARDS SCH FOR YOUNG WOMEN LEADE",227901028,"ELEMENTARY / SECONDARY","White",188
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"RIDGETOP EL",227901133,"ELEMENTARY","Black or African American",11
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"RIDGETOP EL",227901133,"ELEMENTARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"RIDGETOP EL",227901133,"ELEMENTARY","Asian",8
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"RIDGETOP EL",227901133,"ELEMENTARY","Hispanic",214
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"RIDGETOP EL",227901133,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"RIDGETOP EL",227901133,"ELEMENTARY","Two or More Races",21
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"RIDGETOP EL",227901133,"ELEMENTARY","White",117
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"RODRIGUEZ EL",227901174,"ELEMENTARY","Black or African American",43
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"RODRIGUEZ EL",227901174,"ELEMENTARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"RODRIGUEZ EL",227901174,"ELEMENTARY","Asian",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"RODRIGUEZ EL",227901174,"ELEMENTARY","Hispanic",454
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"RODRIGUEZ EL",227901174,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"RODRIGUEZ EL",227901174,"ELEMENTARY","Two or More Races",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"RODRIGUEZ EL",227901174,"ELEMENTARY","White",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ROSEDALE",227901251,"ELEMENTARY / SECONDARY","Black or African American",17
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ROSEDALE",227901251,"ELEMENTARY / SECONDARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ROSEDALE",227901251,"ELEMENTARY / SECONDARY","Asian",11
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ROSEDALE",227901251,"ELEMENTARY / SECONDARY","Hispanic",106
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ROSEDALE",227901251,"ELEMENTARY / SECONDARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ROSEDALE",227901251,"ELEMENTARY / SECONDARY","Two or More Races",5
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ROSEDALE",227901251,"ELEMENTARY / SECONDARY","White",93
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SADLER MEANS YWLA",227901065,"MIDDLE SCHOOL","Black or African American",69
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SADLER MEANS YWLA",227901065,"MIDDLE SCHOOL","American Indian or Alaska Native",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SADLER MEANS YWLA",227901065,"MIDDLE SCHOOL","Asian",5
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SADLER MEANS YWLA",227901065,"MIDDLE SCHOOL","Hispanic",301
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SADLER MEANS YWLA",227901065,"MIDDLE SCHOOL","Native Hawaiian/Other or Pacific Islander",0
