Texas Education Agency,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Total Enrollment Counts in Student Program and Special Populations Reports,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PEIMS Data 2012-2013,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
SCOPE,AGG_LEVEL,YEAR,DISTRICT NUMBER,DISTRICT NAME,REGION,TOTAL ENROLLMENT,TOTAL G & T STUDENTS,TOTAL CTE STUDENTS,TOTAL LEP STUDENTS,TOTAL BILINGUAL STUDENTS,TOTAL ESL STUDENTS,TOTAL ECONOMICALLY DISADVANTAGED STUDENTS,TOTAL TITLE I STUDENTS,TOTAL AT RISK STUDENTS,TOTAL PRE-K MILITARY STUDENTS,TOTAL PRE-K FOSTER STUDENTS,TOTAL STUDENTS RECEIVING SPECIAL EDUCATION SERVICES
STATE,DISTRICT,2012-2013,109911,WHITNEY ISD,12,1542,122,320,68,0,67,941,782,573,-9999999,0,179
STATE,DISTRICT,2012-2013,109912,AQUILLA ISD,12,287,9,97,7,0,7,152,287,87,0,0,23
STATE,DISTRICT,2012-2013,109913,BLUM ISD,12,378,38,134,-9999999,0,-9999999,239,378,186,0,0,53
STATE,DISTRICT,2012-2013,109914,PENELOPE ISD,12,189,6,63,10,0,10,153,189,48,0,-9999999,21
STATE,DISTRICT,2012-2013,110901,ANTON ISD,17,251,20,93,10,0,9,202,251,89,0,0,27
STATE,DISTRICT,2012-2013,110902,LEVELLAND ISD,17,3063,196,909,177,56,115,1910,3063,1381,0,0,416
STATE,DISTRICT,2012-2013,110905,ROPES ISD,17,313,24,94,9,0,9,147,311,107,0,0,29
STATE,DISTRICT,2012-2013,110906,SMYER ISD,17,408,15,110,13,0,13,261,242,97,0,0,55
STATE,DISTRICT,2012-2013,110907,SUNDOWN ISD,17,694,55,138,18,0,18,197,372,153,0,0,49
STATE,DISTRICT,2012-2013,110908,WHITHARRAL ISD,17,193,8,69,5,0,5,74,193,59,0,0,8
STATE,DISTRICT,2012-2013,111901,GRANBURY ISD,11,6537,507,1855,418,174,235,3411,3926,2203,-9999999,0,776
STATE,DISTRICT,2012-2013,111902,LIPAN ISD,11,312,15,84,9,0,9,162,311,116,0,0,21
STATE,DISTRICT,2012-2013,111903,TOLAR ISD,11,651,38,212,12,0,12,148,296,113,0,0,54
STATE,DISTRICT,2012-2013,112901,SULPHUR SPRINGS ISD,8,4191,179,892,386,204,174,2558,2143,1546,-9999999,8,352
STATE,DISTRICT,2012-2013,112905,CUMBY ISD,8,402,36,174,12,0,9,227,402,167,0,0,51
STATE,DISTRICT,2012-2013,112906,NORTH HOPKINS ISD,8,467,7,130,51,0,51,320,465,208,0,-9999999,60
STATE,DISTRICT,2012-2013,112907,MILLER GROVE ISD,8,224,-9999999,72,12,0,12,129,224,89,0,-9999999,28
STATE,DISTRICT,2012-2013,112908,COMO-PICKTON CISD,8,798,63,190,145,80,62,557,797,355,0,0,79
STATE,DISTRICT,2012-2013,112909,SALTILLO ISD,8,257,10,74,25,0,20,160,257,52,0,0,42
STATE,DISTRICT,2012-2013,112910,SULPHUR BLUFF ISD,8,229,7,74,6,0,6,113,229,73,0,0,32
STATE,DISTRICT,2012-2013,113901,CROCKETT ISD,6,1259,27,297,200,0,195,1057,1215,626,0,0,119
STATE,DISTRICT,2012-2013,113902,GRAPELAND ISD,6,464,30,135,8,0,10,296,197,226,0,0,44
STATE,DISTRICT,2012-2013,113903,LOVELADY ISD,6,485,31,153,6,0,6,187,262,128,0,0,50
STATE,DISTRICT,2012-2013,113905,LATEXO ISD,6,485,56,128,-9999999,0,-9999999,226,485,196,0,0,48
STATE,DISTRICT,2012-2013,113906,KENNARD ISD,6,303,25,111,-9999999,0,-9999999,206,303,105,0,0,24
STATE,DISTRICT,2012-2013,114901,BIG SPRING ISD,18,4195,150,674,76,0,67,2663,4195,1818,-9999999,-9999999,418
STATE,DISTRICT,2012-2013,114902,COAHOMA ISD,18,852,105,253,10,0,10,350,401,291,0,0,72
STATE,DISTRICT,2012-2013,114904,FORSAN ISD,18,687,57,221,0,0,0,186,332,166,0,0,43
STATE,DISTRICT,2012-2013,115901,FT HANCOCK ISD,19,482,28,212,234,218,71,441,482,322,0,0,26
STATE,DISTRICT,2012-2013,115902,SIERRA BLANCA ISD,19,167,23,57,-9999999,0,-9999999,102,167,40,0,0,18
STATE,DISTRICT,2012-2013,115903,DELL CITY ISD,19,63,-9999999,35,7,0,7,52,63,45,0,0,5
STATE,DISTRICT,2012-2013,116801,PHOENIX CHARTER SCHOOL,10,602,39,101,64,0,61,415,598,271,0,0,74
STATE,DISTRICT,2012-2013,116901,CADDO MILLS ISD,10,1558,85,549,42,0,42,612,765,522,-9999999,-9999999,139
STATE,DISTRICT,2012-2013,116902,CELESTE ISD,10,475,29,169,9,0,9,244,475,158,-9999999,0,66
STATE,DISTRICT,2012-2013,116903,COMMERCE ISD,10,1573,64,472,158,0,156,1020,800,824,-9999999,5,158
STATE,DISTRICT,2012-2013,116905,GREENVILLE ISD,10,4661,354,956,769,453,316,3172,4642,2560,0,0,445
STATE,DISTRICT,2012-2013,116906,LONE OAK ISD,10,921,87,271,9,0,9,393,918,203,0,-9999999,110
STATE,DISTRICT,2012-2013,116908,QUINLAN ISD,10,2534,125,639,192,16,168,1775,1236,967,-9999999,-9999999,304
STATE,DISTRICT,2012-2013,116909,WOLFE CITY ISD,10,612,30,212,27,0,27,319,610,245,0,0,61
STATE,DISTRICT,2012-2013,116910,CAMPBELL ISD,10,368,23,96,23,0,23,222,367,119,-9999999,0,37
STATE,DISTRICT,2012-2013,116915,BLAND ISD,10,619,22,157,74,0,74,352,457,181,-9999999,0,63
STATE,DISTRICT,2012-2013,116916,BOLES ISD,10,531,67,162,-9999999,-9999999,-9999999,266,531,159,-9999999,-9999999,54
STATE,DISTRICT,2012-2013,117901,BORGER ISD,16,2788,148,628,241,94,128,1493,2010,1073,0,0,278
STATE,DISTRICT,2012-2013,117903,SANFORD-FRITCH ISD,16,850,41,166,-9999999,0,-9999999,331,431,359,0,0,98
STATE,DISTRICT,2012-2013,117904,PLEMONS-STINNETT-PHILLIPS CISD,16,639,46,103,5,0,5,258,639,141,0,0,73
STATE,DISTRICT,2012-2013,117907,SPRING CREEK ISD,16,108,6,0,7,0,7,64,0,38,0,0,8
STATE,DISTRICT,2012-2013,118902,IRION COUNTY ISD,15,301,28,108,0,0,0,112,300,92,0,0,15
STATE,DISTRICT,2012-2013,119901,BRYSON ISD,9,238,10,114,-9999999,0,-9999999,131,238,92,0,0,32
STATE,DISTRICT,2012-2013,119902,JACKSBORO ISD,9,980,44,336,97,0,97,549,716,387,0,0,98
STATE,DISTRICT,2012-2013,119903,PERRIN-WHITT CISD,9,366,38,139,17,0,17,186,180,137,0,0,41
STATE,DISTRICT,2012-2013,120901,EDNA ISD,3,1549,76,324,123,0,119,966,1549,385,-9999999,-9999999,175
STATE,DISTRICT,2012-2013,120902,GANADO ISD,3,713,20,214,88,0,88,372,713,216,0,0,60
STATE,DISTRICT,2012-2013,120905,INDUSTRIAL ISD,3,1180,63,226,36,0,36,372,952,270,0,0,106
STATE,DISTRICT,2012-2013,121902,BROOKELAND ISD,5,402,10,83,0,0,0,216,402,87,0,0,38
STATE,DISTRICT,2012-2013,121903,BUNA ISD,5,1538,82,424,-9999999,0,-9999999,635,744,652,0,-9999999,143
STATE,DISTRICT,2012-2013,121904,JASPER ISD,5,2649,199,543,185,113,47,1942,1653,1401,0,-9999999,299
STATE,DISTRICT,2012-2013,121905,KIRBYVILLE CISD,5,1469,44,421,33,0,33,822,850,442,0,0,114
STATE,DISTRICT,2012-2013,121906,EVADALE ISD,5,457,-9999999,130,-9999999,0,-9999999,155,218,180,0,-9999999,42
STATE,DISTRICT,2012-2013,122901,FT DAVIS ISD,18,302,27,46,39,0,36,136,137,172,0,0,41
STATE,DISTRICT,2012-2013,122902,VALENTINE ISD,18,41,0,-9999999,13,0,13,36,0,21,0,0,0
STATE,DISTRICT,2012-2013,123803,TEKOA ACADEMY OF ACCELERATED STUDI,5,515,0,15,0,0,0,464,497,282,-9999999,0,22
STATE,DISTRICT,2012-2013,123805,EHRHART SCHOOL,5,251,0,0,45,0,45,216,251,85,0,0,14
STATE,DISTRICT,2012-2013,123807,BOB HOPE SCHOOL,5,243,0,79,15,0,10,222,243,86,0,0,17
STATE,DISTRICT,2012-2013,123905,NEDERLAND ISD,5,5029,291,1036,289,28,264,2075,2118,1478,-9999999,-9999999,523
STATE,DISTRICT,2012-2013,123907,PORT ARTHUR ISD,5,9132,274,2070,1946,433,723,7208,8703,5117,0,0,690
STATE,DISTRICT,2012-2013,123908,PORT NECHES-GROVES ISD,5,4863,153,1437,185,0,177,1660,1626,1636,0,0,452
STATE,DISTRICT,2012-2013,123910,BEAUMONT ISD,5,19850,1788,4282,1668,259,1244,14724,16687,6116,5,-9999999,1544
STATE,DISTRICT,2012-2013,123913,SABINE PASS ISD,5,344,18,119,-9999999,0,-9999999,210,344,20,0,0,12
STATE,DISTRICT,2012-2013,123914,HAMSHIRE-FANNETT ISD,5,1710,111,426,66,0,65,601,1708,454,0,-9999999,120
STATE,DISTRICT,2012-2013,124901,JIM HOGG COUNTY ISD,1,1118,36,227,110,99,8,902,1118,516,0,0,84
STATE,DISTRICT,2012-2013,125901,ALICE ISD,2,5479,394,1446,230,153,49,4230,5478,2260,-9999999,-9999999,513
STATE,DISTRICT,2012-2013,125902,BEN BOLT-PALITO BLANCO ISD,2,621,-9999999,131,37,0,46,485,621,249,0,0,74
STATE,DISTRICT,2012-2013,125903,ORANGE GROVE ISD,2,1882,146,685,32,0,30,1097,1882,697,-9999999,0,172
STATE,DISTRICT,2012-2013,125905,PREMONT ISD,2,550,27,138,59,0,58,381,550,319,-9999999,0,65
STATE,DISTRICT,2012-2013,125906,LA GLORIA ISD,2,106,11,0,-9999999,0,-9999999,47,106,12,0,0,5
STATE,DISTRICT,2012-2013,126901,ALVARADO ISD,11,3456,229,807,363,188,168,2086,2405,1542,-9999999,-9999999,274
STATE,DISTRICT,2012-2013,126902,BURLESON ISD,11,10581,811,1983,390,168,211,3657,3721,4165,11,5,962
STATE,DISTRICT,2012-2013,126903,CLEBURNE ISD,11,6622,978,1578,1226,618,604,4332,4857,3580,-9999999,0,550
STATE,DISTRICT,2012-2013,126904,GRANDVIEW ISD,11,1142,48,355,28,0,28,479,758,256,0,-9999999,101
STATE,DISTRICT,2012-2013,126905,JOSHUA ISD,11,4906,219,1282,323,147,165,2510,2230,1870,-9999999,-9999999,386
STATE,DISTRICT,2012-2013,126906,KEENE ISD,11,905,19,177,205,0,204,718,905,501,0,0,82
STATE,DISTRICT,2012-2013,126907,RIO VISTA ISD,11,815,71,195,43,0,42,402,578,385,0,-9999999,108
STATE,DISTRICT,2012-2013,126908,VENUS ISD,11,1902,141,522,388,131,252,1328,1901,990,0,0,140
STATE,DISTRICT,2012-2013,126911,GODLEY ISD,11,1672,55,461,104,0,104,916,1672,806,0,-9999999,183
STATE,DISTRICT,2012-2013,127901,ANSON ISD,14,699,35,148,25,0,25,438,554,251,0,0,72
STATE,DISTRICT,2012-2013,127903,HAMLIN ISD,14,464,20,196,27,0,27,274,464,205,0,0,49
STATE,DISTRICT,2012-2013,127904,HAWLEY ISD,14,721,77,242,0,0,0,340,721,328,-9999999,0,68
STATE,DISTRICT,2012-2013,127905,LUEDERS-AVOCA ISD,14,114,-9999999,46,-9999999,0,-9999999,82,89,50,0,0,14
STATE,DISTRICT,2012-2013,127906,STAMFORD ISD,14,673,27,252,19,0,19,471,490,267,0,0,65
STATE,DISTRICT,2012-2013,128901,KARNES CITY ISD,3,1064,127,206,22,0,22,682,1055,328,0,0,93
STATE,DISTRICT,2012-2013,128902,KENEDY ISD,3,658,89,164,17,0,17,477,657,268,0,0,66
STATE,DISTRICT,2012-2013,128903,RUNGE ISD,3,304,20,120,0,0,0,229,300,129,0,0,28
STATE,DISTRICT,2012-2013,128904,FALLS CITY ISD,20,360,31,143,-9999999,0,-9999999,100,42,38,0,0,28
STATE,DISTRICT,2012-2013,129901,CRANDALL ISD,10,3034,90,749,139,0,135,1226,1666,1081,-9999999,0,251
STATE,DISTRICT,2012-2013,129902,FORNEY ISD,10,8568,393,2160,442,433,184,2397,1701,2077,-9999999,0,702
STATE,DISTRICT,2012-2013,129903,KAUFMAN ISD,10,3758,172,934,553,137,411,2460,1940,1364,0,0,342
STATE,DISTRICT,2012-2013,129904,KEMP ISD,10,1457,66,338,72,0,72,1001,1456,818,0,0,159
STATE,DISTRICT,2012-2013,129905,MABANK ISD,10,3401,276,972,71,0,71,2118,3401,1265,-9999999,9,281
STATE,DISTRICT,2012-2013,129906,TERRELL ISD,10,4223,266,1131,832,584,353,3308,2503,2257,0,0,377
STATE,DISTRICT,2012-2013,129910,SCURRY-ROSSER ISD,10,1005,42,356,6,0,6,418,290,317,0,0,102
STATE,DISTRICT,2012-2013,130801,MEADOWLAND CHARTER SCHOOL,20,70,0,21,0,0,0,65,64,40,0,0,27
STATE,DISTRICT,2012-2013,130901,BOERNE ISD,20,7094,334,1950,257,381,40,1435,200,1657,-9999999,0,508
STATE,DISTRICT,2012-2013,130902,COMFORT ISD,13,1115,115,346,185,87,31,603,1115,478,0,0,125
STATE,DISTRICT,2012-2013,131001,KENEDY COUNTY WIDE CSD,2,83,9,0,6,0,6,58,83,43,0,0,-9999999
STATE,DISTRICT,2012-2013,132902,JAYTON-GIRARD ISD,17,145,-9999999,44,0,0,0,57,145,54,0,0,16
STATE,DISTRICT,2012-2013,133901,CENTER POINT ISD,20,642,25,175,88,0,86,458,627,256,-9999999,0,55
STATE,DISTRICT,2012-2013,133902,HUNT ISD,20,193,6,0,29,0,29,67,193,46,0,0,13
STATE,DISTRICT,2012-2013,133903,KERRVILLE ISD,20,4926,310,929,336,206,124,2778,3560,2534,0,-9999999,314
STATE,DISTRICT,2012-2013,133904,INGRAM ISD,20,954,43,257,115,0,111,652,495,586,0,0,81
STATE,DISTRICT,2012-2013,133905,DIVIDE ISD,20,13,0,0,-9999999,0,-9999999,0,0,-9999999,0,0,0
STATE,DISTRICT,2012-2013,134901,JUNCTION ISD,15,678,57,152,33,0,31,417,326,213,0,0,55
STATE,DISTRICT,2012-2013,135001,GUTHRIE CSD,17,96,13,39,5,0,5,28,0,17,0,0,6
STATE,DISTRICT,2012-2013,136901,BRACKETT ISD,20,621,46,202,33,0,35,358,621,243,0,0,58
STATE,DISTRICT,2012-2013,137901,KINGSVILLE ISD,2,3559,185,880,127,81,24,2846,2523,1956,6,0,356
STATE,DISTRICT,2012-2013,137902,RICARDO ISD,2,681,47,0,43,0,34,384,569,196,0,0,18
STATE,DISTRICT,2012-2013,137903,RIVIERA ISD,2,462,19,214,15,0,15,260,462,176,0,0,29
STATE,DISTRICT,2012-2013,137904,SANTA GERTRUDIS ISD,2,517,96,224,-9999999,0,-9999999,194,517,62,0,0,21
STATE,DISTRICT,2012-2013,138902,KNOX CITY-O'BRIEN CISD,9,297,9,77,20,0,20,212,297,110,0,0,44
STATE,DISTRICT,2012-2013,138903,MUNDAY CISD,9,387,31,109,28,0,28,271,387,158,0,0,59
STATE,DISTRICT,2012-2013,138904,BENJAMIN ISD,9,71,5,6,5,0,5,58,71,17,0,0,7
STATE,DISTRICT,2012-2013,139905,CHISUM ISD,8,837,44,222,42,0,42,380,823,300,0,0,82
STATE,DISTRICT,2012-2013,139908,ROXTON ISD,8,185,30,92,-9999999,0,-9999999,131,179,18,0,0,25
STATE,DISTRICT,2012-2013,139909,PARIS ISD,8,3576,388,780,282,95,151,2743,2379,1619,-9999999,0,354
STATE,DISTRICT,2012-2013,139911,NORTH LAMAR ISD,8,2914,301,720,75,0,75,1371,2040,946,0,-9999999,382
STATE,DISTRICT,2012-2013,139912,PRAIRILAND ISD,8,1128,90,327,12,0,12,635,1126,386,-9999999,0,115
STATE,DISTRICT,2012-2013,140901,AMHERST ISD,17,163,6,57,34,0,32,131,161,88,0,0,25
STATE,DISTRICT,2012-2013,140904,LITTLEFIELD ISD,17,1429,79,301,74,0,74,1080,1429,625,0,0,147
STATE,DISTRICT,2012-2013,140905,OLTON ISD,17,674,37,146,106,0,106,496,674,310,0,0,63
STATE,DISTRICT,2012-2013,140907,SPRINGLAKE-EARTH ISD,17,417,22,118,21,0,21,293,412,176,0,0,51
STATE,DISTRICT,2012-2013,140908,SUDAN ISD,17,456,21,169,28,0,28,311,450,196,0,0,33
STATE,DISTRICT,2012-2013,141901,LAMPASAS ISD,12,3414,261,673,86,0,85,1845,1589,1415,11,5,312
STATE,DISTRICT,2012-2013,141902,LOMETA ISD,12,310,21,97,38,0,38,243,310,163,-9999999,-9999999,34
STATE,DISTRICT,2012-2013,142901,COTULLA ISD,20,1291,119,385,119,22,86,1063,1291,656,0,0,91
STATE,DISTRICT,2012-2013,143901,HALLETTSVILLE ISD,3,1013,51,301,17,0,17,409,1001,354,0,-9999999,117
STATE,DISTRICT,2012-2013,143902,MOULTON ISD,3,293,8,78,18,0,18,159,293,82,0,0,28
STATE,DISTRICT,2012-2013,143903,SHINER ISD,3,607,14,171,11,0,11,192,607,69,0,0,64
STATE,DISTRICT,2012-2013,143904,VYSEHRAD ISD,3,111,5,0,0,0,0,33,0,13,0,0,10
STATE,DISTRICT,2012-2013,143905,SWEET HOME ISD,3,144,20,0,0,0,0,28,144,18,0,0,8
STATE,DISTRICT,2012-2013,143906,EZZELL ISD,3,61,-9999999,0,0,0,0,21,61,-9999999,0,0,5
STATE,DISTRICT,2012-2013,144901,GIDDINGS ISD,13,1922,59,432,340,170,48,1313,1922,965,0,0,183
STATE,DISTRICT,2012-2013,144902,LEXINGTON ISD,13,915,49,233,11,0,15,404,914,324,0,0,84
STATE,DISTRICT,2012-2013,144903,DIME BOX ISD,13,176,-9999999,68,7,-9999999,7,126,176,78,0,0,33
STATE,DISTRICT,2012-2013,145901,BUFFALO ISD,6,936,67,214,174,0,173,610,935,533,0,-9999999,71
STATE,DISTRICT,2012-2013,145902,CENTERVILLE ISD,6,673,32,192,27,0,27,263,351,256,0,0,63
STATE,DISTRICT,2012-2013,145906,NORMANGEE ISD,6,521,61,149,12,0,12,263,521,132,0,0,40
STATE,DISTRICT,2012-2013,145907,OAKWOOD ISD,6,210,11,71,-9999999,0,-9999999,176,210,120,0,0,18
STATE,DISTRICT,2012-2013,145911,LEON ISD,6,718,69,214,83,0,82,379,353,224,-9999999,0,61
STATE,DISTRICT,2012-2013,146901,CLEVELAND ISD,4,3663,98,948,708,499,183,2803,3576,2319,0,0,281
STATE,DISTRICT,2012-2013,146902,DAYTON ISD,4,5082,196,1101,698,454,184,3135,5061,2654,0,0,401
STATE,DISTRICT,2012-2013,146903,DEVERS ISD,4,180,-9999999,6,19,0,19,69,179,73,0,0,15
STATE,DISTRICT,2012-2013,146904,HARDIN ISD,4,1282,34,330,30,0,33,702,1279,528,0,0,87
STATE,DISTRICT,2012-2013,146905,HULL-DAISETTA ISD,5,521,19,176,-9999999,0,-9999999,366,521,214,0,0,47
STATE,DISTRICT,2012-2013,146906,LIBERTY ISD,4,2122,198,472,294,226,51,1262,2118,1207,0,0,161
STATE,DISTRICT,2012-2013,146907,TARKINGTON ISD,4,1852,62,440,23,0,23,860,850,631,0,6,154
STATE,DISTRICT,2012-2013,147901,COOLIDGE ISD,12,324,-9999999,76,40,0,40,269,323,183,-9999999,0,47
STATE,DISTRICT,2012-2013,147902,GROESBECK ISD,12,1727,101,406,52,0,52,930,976,644,0,0,209
STATE,DISTRICT,2012-2013,147903,MEXIA ISD,12,2057,63,449,280,114,156,1588,2057,1180,0,0,224
STATE,DISTRICT,2012-2013,148901,BOOKER ISD,16,408,31,104,93,0,93,238,408,187,0,0,31
STATE,DISTRICT,2012-2013,148902,FOLLETT ISD,16,184,9,46,14,0,14,79,184,29,0,0,12
STATE,DISTRICT,2012-2013,148903,HIGGINS ISD,16,145,6,43,-9999999,0,-9999999,71,145,54,-9999999,0,22
STATE,DISTRICT,2012-2013,148905,DARROUZETT ISD,16,126,10,54,-9999999,0,-9999999,66,126,49,0,0,10
STATE,DISTRICT,2012-2013,149901,GEORGE WEST ISD,2,1114,125,315,36,0,33,509,771,312,0,0,87
STATE,DISTRICT,2012-2013,149902,THREE RIVERS ISD,2,637,46,160,23,0,23,294,159,236,0,0,60
STATE,DISTRICT,2012-2013,150901,LLANO ISD,13,1831,158,539,63,0,63,1095,921,829,0,0,189
STATE,DISTRICT,2012-2013,152802,RISE ACADEMY,17,238,0,0,0,0,0,201,238,47,0,0,28
STATE,DISTRICT,2012-2013,152803,SOUTH PLAINS ACADEMY CHARTER DISTR,17,190,0,113,0,0,0,143,190,177,0,0,35
STATE,DISTRICT,2012-2013,152805,HARMONY SCIENCE ACAD (LUBBOCK),17,849,18,0,40,0,35,627,849,68,0,0,79
STATE,DISTRICT,2012-2013,152901,LUBBOCK ISD,17,29219,798,6555,972,739,378,19300,24144,11291,5,22,3258
STATE,DISTRICT,2012-2013,152902,NEW DEAL ISD,17,712,20,227,12,0,12,426,264,347,0,-9999999,72
STATE,DISTRICT,2012-2013,152903,SLATON ISD,17,1297,66,387,57,0,56,981,1297,468,0,0,168
STATE,DISTRICT,2012-2013,152906,LUBBOCK-COOPER ISD,17,4633,151,1057,123,0,122,1632,2511,1328,-9999999,6,402
STATE,DISTRICT,2012-2013,152907,FRENSHIP ISD,17,7992,735,2126,222,77,156,2915,3079,2152,-9999999,-9999999,597
STATE,DISTRICT,2012-2013,152908,ROOSEVELT ISD,17,1057,46,330,36,0,36,769,523,627,0,0,111
STATE,DISTRICT,2012-2013,152909,SHALLOWATER ISD,17,1559,135,430,29,0,29,636,680,529,-9999999,-9999999,136
STATE,DISTRICT,2012-2013,152910,IDALOU ISD,17,931,29,303,20,0,20,341,615,248,-9999999,0,72
STATE,DISTRICT,2012-2013,153903,O'DONNELL ISD,17,290,20,84,21,0,21,231,290,173,0,0,16
STATE,DISTRICT,2012-2013,153904,TAHOKA ISD,17,610,42,209,13,0,13,404,610,289,0,-9999999,43
STATE,DISTRICT,2012-2013,153905,NEW HOME ISD,17,262,0,62,9,0,7,100,262,33,0,0,20
STATE,DISTRICT,2012-2013,153907,WILSON ISD,17,139,5,48,16,0,14,106,139,60,0,0,15
STATE,DISTRICT,2012-2013,154901,MADISONVILLE CISD,6,2248,52,645,286,20,262,1628,2248,749,0,-9999999,171
STATE,DISTRICT,2012-2013,154903,NORTH ZULCH ISD,6,344,19,178,7,0,7,227,344,89,-9999999,-9999999,29
STATE,DISTRICT,2012-2013,155901,JEFFERSON ISD,8,1242,81,351,21,0,21,895,1242,685,-9999999,-9999999,113
STATE,DISTRICT,2012-2013,156902,STANTON ISD,18,841,45,173,40,0,39,464,609,362,0,0,72
STATE,DISTRICT,2012-2013,156905,GRADY ISD,18,232,8,82,23,0,23,63,0,88,0,0,12
STATE,DISTRICT,2012-2013,157901,MASON ISD,15,716,77,194,40,0,40,406,716,265,-9999999,0,69
STATE,DISTRICT,2012-2013,158901,BAY CITY ISD,3,3662,156,816,374,160,148,2631,3657,1858,-9999999,-9999999,342
STATE,DISTRICT,2012-2013,158902,TIDEHAVEN ISD,3,779,64,202,61,0,61,520,567,350,0,0,51
STATE,DISTRICT,2012-2013,158904,MATAGORDA ISD,3,157,7,0,10,0,10,157,157,38,0,0,11
STATE,DISTRICT,2012-2013,158905,PALACIOS ISD,3,1490,110,288,240,169,70,1122,1490,592,-9999999,0,121
STATE,DISTRICT,2012-2013,158906,VAN VLECK ISD,3,921,79,265,10,0,10,517,395,332,0,0,97
STATE,DISTRICT,2012-2013,159901,EAGLE PASS ISD,20,15094,1333,3951,5183,4315,650,11938,15094,8899,-9999999,0,1064
STATE,DISTRICT,2012-2013,160901,BRADY ISD,15,1242,39,304,51,0,50,824,1242,433,-9999999,0,159
STATE,DISTRICT,2012-2013,160904,ROCHELLE ISD,15,214,-9999999,105,0,0,0,129,214,76,0,-9999999,21
STATE,DISTRICT,2012-2013,160905,LOHN ISD,15,89,-9999999,34,0,0,0,63,89,33,0,-9999999,14
STATE,DISTRICT,2012-2013,161801,WACO CHARTER SCHOOL,12,263,0,0,70,0,70,260,262,131,0,0,17
STATE,DISTRICT,2012-2013,161802,RAPOPORT ACADEMY PUBLIC SCHOOL,12,572,0,38,5,0,-9999999,344,572,164,0,0,28
STATE,DISTRICT,2012-2013,161807,HARMONY SCIENCE ACAD (WACO),12,3702,180,237,609,0,572,2274,3269,819,0,0,156
STATE,DISTRICT,2012-2013,161901,CRAWFORD ISD,12,576,38,228,5,0,5,121,571,142,0,0,48
STATE,DISTRICT,2012-2013,161903,MIDWAY ISD,12,7350,911,1702,261,40,214,2205,2362,2097,-9999999,-9999999,493
STATE,DISTRICT,2012-2013,161906,LA VEGA ISD,12,2880,59,688,619,40,570,2593,2140,1638,0,0,234
STATE,DISTRICT,2012-2013,161907,LORENA ISD,12,1650,179,425,24,0,24,423,577,463,-9999999,-9999999,133
STATE,DISTRICT,2012-2013,161908,MART ISD,12,560,44,155,11,0,11,417,559,286,0,0,68
STATE,DISTRICT,2012-2013,161909,MCGREGOR ISD,12,1361,132,275,208,103,104,1021,582,715,0,0,117
STATE,DISTRICT,2012-2013,161910,MOODY ISD,12,658,31,179,36,0,36,421,658,292,0,-9999999,84
STATE,DISTRICT,2012-2013,161912,RIESEL ISD,12,609,63,241,9,0,9,273,606,117,0,0,68
STATE,DISTRICT,2012-2013,161914,WACO ISD,12,15221,1344,3716,2701,981,1661,13236,15054,10292,-9999999,6,1533
STATE,DISTRICT,2012-2013,161916,WEST ISD,12,1450,66,490,52,0,52,748,946,472,0,0,103
STATE,DISTRICT,2012-2013,161918,AXTELL ISD,12,784,28,243,5,0,5,455,417,279,0,0,126
STATE,DISTRICT,2012-2013,161919,BRUCEVILLE-EDDY ISD,12,789,96,261,24,0,21,422,518,262,0,0,109
STATE,DISTRICT,2012-2013,161920,CHINA SPRING ISD,12,2398,196,781,19,0,19,626,739,543,-9999999,0,197
STATE,DISTRICT,2012-2013,161921,CONNALLY ISD,12,2396,87,549,160,0,159,1876,1257,1189,-9999999,0,202
STATE,DISTRICT,2012-2013,161922,ROBINSON ISD,12,2248,128,678,27,0,26,754,2248,788,0,0,249
STATE,DISTRICT,2012-2013,161923,BOSQUEVILLE ISD,12,625,47,192,23,0,23,296,625,172,0,0,60
STATE,DISTRICT,2012-2013,161924,HALLSBURG ISD,12,141,13,0,7,0,7,75,141,68,0,0,8
STATE,DISTRICT,2012-2013,161925,GHOLSON ISD,12,201,9,14,-9999999,0,-9999999,168,201,45,0,0,17
STATE,DISTRICT,2012-2013,162904,MCMULLEN COUNTY ISD,2,249,14,67,0,0,-9999999,81,0,42,0,0,14
STATE,DISTRICT,2012-2013,163901,DEVINE ISD,20,2003,103,602,60,0,53,1174,937,882,0,0,197
STATE,DISTRICT,2012-2013,163902,D'HANIS ISD,20,337,32,131,6,0,6,175,337,113,-9999999,0,34
STATE,DISTRICT,2012-2013,163903,NATALIA ISD,20,1135,66,233,45,0,46,873,595,499,0,0,108
STATE,DISTRICT,2012-2013,163904,HONDO ISD,20,2187,212,440,49,0,48,1300,2186,1028,-9999999,-9999999,157
STATE,DISTRICT,2012-2013,163908,MEDINA VALLEY ISD,20,3646,183,859,166,112,38,1955,1735,939,8,0,384
STATE,DISTRICT,2012-2013,164901,MENARD ISD,15,340,19,66,20,0,20,231,340,149,0,0,31
STATE,DISTRICT,2012-2013,165802,MIDLAND ACADEMY CHARTER SCHOOL,18,490,-9999999,0,45,0,45,308,490,247,0,0,31
STATE,DISTRICT,2012-2013,165901,MIDLAND ISD,18,23319,1334,4907,2147,1350,679,10863,16204,9225,-9999999,0,1587
