Texas Education Agency

Total Enrollment Counts in Student Program and Special Populations Reports

PEIMS Data 2013-2014

"SCOPE","AGG_LEVEL","YEAR","DISTRICT NUMBER","DISTRICT NAME","REGION","TOTAL ENROLLMENT","TOTAL G & T STUDENTS","TOTAL CTE STUDENTS","TOTAL LEP STUDENTS","TOTAL BILINGUAL STUDENTS","TOTAL ESL STUDENTS","TOTAL ECONOMICALLY DISADVANTAGED STUDENTS","TOTAL TITLE I STUDENTS","TOTAL AT RISK STUDENTS","TOTAL MILITARY CONNECTED STUDENTS","TOTAL FOSTER CARE STUDENTS","TOTAL STUDENTS RECEIVING SPECIAL EDUCATION SERVICES"
"STATE","DISTRICT","2013-2014",108807,"IDEA PUBLIC SCHOOLS",01,15535,0,0,4706,3358,1206,13444,15535,5570,100,8,690
"STATE","DISTRICT","2013-2014",108808,"VANGUARD ACADEMY",01,2112,0,177,705,654,45,1743,2112,1133,10,0,64
"STATE","DISTRICT","2013-2014",108809,"EXCELLENCE IN LEADERSHIP ACADEMY",01,133,0,0,63,60,0,112,20,109,0,0,7
"STATE","DISTRICT","2013-2014",108902,"DONNA ISD",01,15376,1475,2388,7406,5149,2240,14941,15376,12208,-9999999,9,1019
"STATE","DISTRICT","2013-2014",108903,"EDCOUCH-ELSA ISD",01,5197,639,1122,1420,923,486,5155,5191,3775,24,7,384
"STATE","DISTRICT","2013-2014",108904,"EDINBURG CISD",01,34104,2121,6988,10265,7464,2625,29029,33897,20798,58,16,2274
"STATE","DISTRICT","2013-2014",108905,"HIDALGO ISD",01,3246,332,845,1681,1117,564,2918,3246,2409,-9999999,-9999999,164
"STATE","DISTRICT","2013-2014",108906,"MCALLEN ISD",01,25217,2778,6254,7359,5117,2212,16937,24254,15961,41,85,1980
"STATE","DISTRICT","2013-2014",108907,"MERCEDES ISD",01,5761,793,1599,1574,1029,412,5445,5738,4065,9,5,339
"STATE","DISTRICT","2013-2014",108908,"MISSION CISD",01,15372,1324,4187,4658,3215,1280,12896,15372,9446,31,-9999999,1171
"STATE","DISTRICT","2013-2014",108909,"PHARR-SAN JUAN-ALAMO ISD",01,31997,2831,7345,13306,11236,3524,28523,31997,24556,39,37,1927
"STATE","DISTRICT","2013-2014",108910,"PROGRESO ISD",01,2134,21,488,1242,844,381,2123,2134,1704,0,0,108
"STATE","DISTRICT","2013-2014",108911,"SHARYLAND ISD",01,10273,821,2570,2942,2141,772,6078,9624,5460,32,10,622
"STATE","DISTRICT","2013-2014",108912,"LA JOYA ISD",01,29711,2980,6129,14325,10506,3277,28185,29708,23059,24,39,1985
"STATE","DISTRICT","2013-2014",108913,"WESLACO ISD",01,17731,960,4681,4870,2971,1698,15186,17731,11274,285,11,1440
"STATE","DISTRICT","2013-2014",108914,"LA VILLA ISD",01,637,63,160,153,110,30,583,636,422,-9999999,0,39
"STATE","DISTRICT","2013-2014",108915,"MONTE ALTO ISD",01,1023,28,205,344,204,132,949,1023,618,5,-9999999,57
"STATE","DISTRICT","2013-2014",108916,"VALLEY VIEW ISD",01,4622,331,1011,2477,1769,704,4270,4622,3206,14,-9999999,269
"STATE","DISTRICT","2013-2014",109901,"ABBOTT ISD",12,269,6,97,-9999999,0,-9999999,70,269,86,-9999999,0,26
"STATE","DISTRICT","2013-2014",109902,"BYNUM ISD",12,202,8,81,-9999999,0,-9999999,113,202,95,0,0,29
"STATE","DISTRICT","2013-2014",109903,"COVINGTON ISD",12,270,26,97,-9999999,0,-9999999,138,270,129,-9999999,0,41
"STATE","DISTRICT","2013-2014",109904,"HILLSBORO ISD",12,2013,116,401,297,93,193,1495,2013,894,10,0,226
"STATE","DISTRICT","2013-2014",109905,"HUBBARD ISD",12,403,38,126,-9999999,0,-9999999,289,403,113,-9999999,-9999999,34
"STATE","DISTRICT","2013-2014",109907,"ITASCA ISD",12,688,54,189,60,0,60,454,686,295,-9999999,13,59
"STATE","DISTRICT","2013-2014",109908,"MALONE ISD",12,103,10,0,16,0,16,95,103,76,0,0,12
"STATE","DISTRICT","2013-2014",109910,"MOUNT CALM ISD",12,182,0,45,7,0,7,129,182,91,0,0,27
"STATE","DISTRICT","2013-2014",109911,"WHITNEY ISD",12,1529,123,303,77,0,76,952,762,696,-9999999,-9999999,186
"STATE","DISTRICT","2013-2014",109912,"AQUILLA ISD",12,281,5,105,7,0,7,134,280,76,-9999999,0,17
"STATE","DISTRICT","2013-2014",109913,"BLUM ISD",12,356,26,95,-9999999,0,-9999999,217,356,225,-9999999,-9999999,53
"STATE","DISTRICT","2013-2014",109914,"PENELOPE ISD",12,197,-9999999,64,10,0,12,152,197,48,0,-9999999,25
"STATE","DISTRICT","2013-2014",110901,"ANTON ISD",17,251,19,93,9,0,9,189,251,115,0,7,20
"STATE","DISTRICT","2013-2014",110902,"LEVELLAND ISD",17,3108,182,981,193,52,136,2022,3108,1584,17,-9999999,421
"STATE","DISTRICT","2013-2014",110905,"ROPES ISD",17,314,19,106,-9999999,0,-9999999,142,314,112,0,-9999999,25
"STATE","DISTRICT","2013-2014",110906,"SMYER ISD",17,413,13,135,14,0,14,240,242,141,-9999999,5,52
"STATE","DISTRICT","2013-2014",110907,"SUNDOWN ISD",17,673,55,119,16,0,16,185,355,143,5,-9999999,48
"STATE","DISTRICT","2013-2014",110908,"WHITHARRAL ISD",17,174,-9999999,49,7,0,7,67,174,64,0,0,8
"STATE","DISTRICT","2013-2014",111901,"GRANBURY ISD",11,6658,509,1858,437,183,248,3186,3306,2624,60,13,831
"STATE","DISTRICT","2013-2014",111902,"LIPAN ISD",11,324,19,63,9,0,9,164,324,117,0,0,23
"STATE","DISTRICT","2013-2014",111903,"TOLAR ISD",11,672,33,199,15,0,15,165,317,196,6,0,47
"STATE","DISTRICT","2013-2014",112901,"SULPHUR SPRINGS ISD",08,4247,165,1014,422,230,180,2611,2139,1914,-9999999,10,341
"STATE","DISTRICT","2013-2014",112905,"CUMBY ISD",08,388,25,163,7,0,7,227,388,215,0,0,49
"STATE","DISTRICT","2013-2014",112906,"NORTH HOPKINS ISD",08,496,30,137,51,0,51,322,38,232,0,10,58
"STATE","DISTRICT","2013-2014",112907,"MILLER GROVE ISD",08,255,-9999999,66,19,0,19,151,255,96,0,-9999999,36
"STATE","DISTRICT","2013-2014",112908,"COMO-PICKTON CISD",08,765,48,183,165,87,73,549,764,439,0,6,74
"STATE","DISTRICT","2013-2014",112909,"SALTILLO ISD",08,258,-9999999,62,25,0,20,171,258,98,0,0,36
"STATE","DISTRICT","2013-2014",112910,"SULPHUR BLUFF ISD",08,232,7,66,6,0,6,102,232,85,0,-9999999,32
"STATE","DISTRICT","2013-2014",113901,"CROCKETT ISD",06,1295,48,260,205,0,202,1113,1263,793,0,6,135
"STATE","DISTRICT","2013-2014",113902,"GRAPELAND ISD",06,485,24,148,9,0,9,304,206,241,-9999999,6,47
"STATE","DISTRICT","2013-2014",113903,"LOVELADY ISD",06,502,32,162,-9999999,0,-9999999,182,270,150,-9999999,-9999999,62
"STATE","DISTRICT","2013-2014",113905,"LATEXO ISD",06,492,48,126,-9999999,0,-9999999,241,492,226,0,6,47
"STATE","DISTRICT","2013-2014",113906,"KENNARD ISD",06,308,21,107,-9999999,0,-9999999,198,308,139,-9999999,0,26
"STATE","DISTRICT","2013-2014",114901,"BIG SPRING ISD",18,4160,160,560,86,0,71,2704,4146,2085,-9999999,5,416
"STATE","DISTRICT","2013-2014",114902,"COAHOMA ISD",18,876,89,280,15,0,15,306,441,315,0,0,62
"STATE","DISTRICT","2013-2014",114904,"FORSAN ISD",18,709,46,226,-9999999,0,0,192,349,143,0,-9999999,41
"STATE","DISTRICT","2013-2014",115901,"FT HANCOCK ISD",19,478,25,158,231,220,66,445,478,339,5,0,36
"STATE","DISTRICT","2013-2014",115902,"SIERRA BLANCA ISD",19,124,16,42,-9999999,0,-9999999,80,124,68,0,0,15
"STATE","DISTRICT","2013-2014",115903,"DELL CITY ISD",19,71,-9999999,43,14,0,14,62,71,55,0,0,11
"STATE","DISTRICT","2013-2014",116801,"PHOENIX CHARTER SCHOOL",10,658,31,99,57,0,56,460,654,224,-9999999,-9999999,71
"STATE","DISTRICT","2013-2014",116901,"CADDO MILLS ISD",10,1546,74,555,36,0,36,571,745,547,10,6,127
"STATE","DISTRICT","2013-2014",116902,"CELESTE ISD",10,451,25,187,8,0,8,211,451,211,-9999999,-9999999,58
"STATE","DISTRICT","2013-2014",116903,"COMMERCE ISD",10,1503,66,373,157,0,156,1004,769,895,6,-9999999,153
"STATE","DISTRICT","2013-2014",116905,"GREENVILLE ISD",10,4804,456,949,865,488,348,3310,4796,2882,-9999999,-9999999,477
"STATE","DISTRICT","2013-2014",116906,"LONE OAK ISD",10,967,87,287,9,0,9,403,655,249,19,-9999999,115
"STATE","DISTRICT","2013-2014",116908,"QUINLAN ISD",10,2588,129,708,213,20,191,1788,678,1130,8,13,284
"STATE","DISTRICT","2013-2014",116909,"WOLFE CITY ISD",10,610,33,147,36,0,36,312,610,269,0,-9999999,76
"STATE","DISTRICT","2013-2014",116910,"CAMPBELL ISD",10,357,18,109,20,0,20,228,357,136,-9999999,0,32
"STATE","DISTRICT","2013-2014",116915,"BLAND ISD",10,600,25,218,66,0,67,314,600,175,-9999999,0,57
"STATE","DISTRICT","2013-2014",116916,"BOLES ISD",10,520,60,166,-9999999,0,-9999999,260,520,157,-9999999,6,52
"STATE","DISTRICT","2013-2014",117901,"BORGER ISD",16,2805,151,597,251,118,111,1495,2009,1211,11,15,279
"STATE","DISTRICT","2013-2014",117903,"SANFORD-FRITCH ISD",16,840,54,178,0,0,0,343,437,435,-9999999,5,101
"STATE","DISTRICT","2013-2014",117904,"PLEMONS-STINNETT-PHILLIPS CISD",16,641,42,108,6,0,6,271,641,231,-9999999,-9999999,67
"STATE","DISTRICT","2013-2014",117907,"SPRING CREEK ISD",16,100,9,0,7,0,7,58,0,47,-9999999,0,-9999999
"STATE","DISTRICT","2013-2014",118902,"IRION COUNTY ISD",15,322,22,125,0,0,0,115,322,115,-9999999,-9999999,23
"STATE","DISTRICT","2013-2014",119901,"BRYSON ISD",09,246,9,113,-9999999,0,-9999999,122,246,122,0,0,33
"STATE","DISTRICT","2013-2014",119902,"JACKSBORO ISD",09,994,41,329,109,0,109,511,719,454,-9999999,0,97
"STATE","DISTRICT","2013-2014",119903,"PERRIN-WHITT CISD",09,328,34,114,20,0,19,175,172,162,0,0,33
"STATE","DISTRICT","2013-2014",120901,"EDNA ISD",03,1574,73,345,129,0,125,957,1574,528,0,-9999999,168
"STATE","DISTRICT","2013-2014",120902,"GANADO ISD",03,748,17,227,98,0,101,394,352,288,0,0,66
"STATE","DISTRICT","2013-2014",120905,"INDUSTRIAL ISD",03,1209,62,353,35,0,35,368,608,326,0,-9999999,98
"STATE","DISTRICT","2013-2014",121902,"BROOKELAND ISD",05,417,9,111,0,0,0,238,304,153,0,0,43
"STATE","DISTRICT","2013-2014",121903,"BUNA ISD",05,1533,89,404,-9999999,0,-9999999,663,753,754,-9999999,0,139
"STATE","DISTRICT","2013-2014",121904,"JASPER ISD",05,2616,169,588,185,110,56,1996,1582,1542,-9999999,-9999999,277
"STATE","DISTRICT","2013-2014",121905,"KIRBYVILLE CISD",05,1429,45,423,34,0,34,831,836,538,0,10,123
"STATE","DISTRICT","2013-2014",121906,"EVADALE ISD",05,472,-9999999,169,-9999999,0,-9999999,163,219,200,0,0,37
"STATE","DISTRICT","2013-2014",122901,"FT DAVIS ISD",18,239,27,45,27,0,27,108,239,98,-9999999,0,21
"STATE","DISTRICT","2013-2014",122902,"VALENTINE ISD",18,31,-9999999,0,12,0,12,27,0,19,0,0,0
"STATE","DISTRICT","2013-2014",123803,"TEKOA ACADEMY OF ACCELERATED STUDI",05,405,0,100,0,0,0,348,405,206,0,0,18
"STATE","DISTRICT","2013-2014",123805,"EHRHART SCHOOL",05,274,0,0,68,0,67,241,274,114,5,0,12
"STATE","DISTRICT","2013-2014",123807,"BOB HOPE SCHOOL",05,246,0,136,20,0,14,228,246,85,0,0,10
"STATE","DISTRICT","2013-2014",123905,"NEDERLAND ISD",05,5035,243,1366,297,35,254,2221,2141,1869,5,-9999999,528
"STATE","DISTRICT","2013-2014",123907,"PORT ARTHUR ISD",05,9134,315,2286,2081,632,596,8040,8702,6262,-9999999,0,666
"STATE","DISTRICT","2013-2014",123908,"PORT NECHES-GROVES ISD",05,4854,244,1418,186,0,180,1953,1840,1945,-9999999,0,425
"STATE","DISTRICT","2013-2014",123910,"BEAUMONT ISD",05,19875,1635,4918,1805,325,1296,14630,19171,6159,5,7,1584
"STATE","DISTRICT","2013-2014",123913,"SABINE PASS ISD",05,381,15,131,7,0,6,221,0,27,-9999999,0,11
"STATE","DISTRICT","2013-2014",123914,"HAMSHIRE-FANNETT ISD",05,1732,137,470,74,0,72,613,1719,578,-9999999,5,118
"STATE","DISTRICT","2013-2014",124901,"JIM HOGG COUNTY ISD",01,1098,31,200,92,77,10,874,1097,599,11,0,82
"STATE","DISTRICT","2013-2014",125901,"ALICE ISD",02,5413,319,1588,209,133,56,4141,5412,2542,-9999999,11,470
"STATE","DISTRICT","2013-2014",125902,"BEN BOLT-PALITO BLANCO ISD",02,604,31,162,38,0,36,452,604,309,0,0,59
"STATE","DISTRICT","2013-2014",125903,"ORANGE GROVE ISD",02,1898,143,678,31,0,26,1062,1898,844,11,5,185
"STATE","DISTRICT","2013-2014",125905,"PREMONT ISD",02,556,29,118,52,0,50,433,556,396,-9999999,0,60
"STATE","DISTRICT","2013-2014",125906,"LA GLORIA ISD",02,120,-9999999,0,-9999999,0,-9999999,56,120,8,-9999999,0,6
"STATE","DISTRICT","2013-2014",126901,"ALVARADO ISD",11,3464,232,739,394,227,158,2072,2430,1702,0,0,242
"STATE","DISTRICT","2013-2014",126902,"BURLESON ISD",11,10744,820,2147,413,178,219,3620,3700,4831,55,15,945
"STATE","DISTRICT","2013-2014",126903,"CLEBURNE ISD",11,6596,935,1554,1251,620,628,4348,4862,3837,40,-9999999,575
"STATE","DISTRICT","2013-2014",126904,"GRANDVIEW ISD",11,1099,45,360,30,0,30,353,724,341,-9999999,-9999999,95
"STATE","DISTRICT","2013-2014",126905,"JOSHUA ISD",11,5004,208,1337,345,165,175,2445,1853,2014,34,34,359
"STATE","DISTRICT","2013-2014",126906,"KEENE ISD",11,900,30,169,177,0,177,716,900,490,13,5,75
"STATE","DISTRICT","2013-2014",126907,"RIO VISTA ISD",11,776,57,196,39,0,39,369,536,354,0,0,86
"STATE","DISTRICT","2013-2014",126908,"VENUS ISD",11,1929,134,466,427,144,277,1357,1928,1033,10,5,121
"STATE","DISTRICT","2013-2014",126911,"GODLEY ISD",11,1729,52,426,121,0,121,931,1729,774,8,7,170
"STATE","DISTRICT","2013-2014",127901,"ANSON ISD",14,722,36,203,18,0,18,481,581,341,-9999999,7,71
"STATE","DISTRICT","2013-2014",127903,"HAMLIN ISD",14,469,15,193,30,0,30,281,469,283,-9999999,-9999999,48
"STATE","DISTRICT","2013-2014",127904,"HAWLEY ISD",14,701,74,220,0,0,0,356,701,316,17,-9999999,64
"STATE","DISTRICT","2013-2014",127905,"LUEDERS-AVOCA ISD",14,125,-9999999,35,0,0,0,96,94,47,6,0,14
"STATE","DISTRICT","2013-2014",127906,"STAMFORD ISD",14,680,24,248,18,0,18,489,518,302,-9999999,6,61
"STATE","DISTRICT","2013-2014",128901,"KARNES CITY ISD",03,1058,130,192,31,0,31,669,1050,483,14,-9999999,93
"STATE","DISTRICT","2013-2014",128902,"KENEDY ISD",03,719,84,157,18,0,18,527,716,371,-9999999,-9999999,77
"STATE","DISTRICT","2013-2014",128903,"RUNGE ISD",03,319,15,91,0,0,0,256,319,193,0,0,32
"STATE","DISTRICT","2013-2014",128904,"FALLS CITY ISD",20,359,27,151,-9999999,0,-9999999,83,36,66,-9999999,0,26
"STATE","DISTRICT","2013-2014",129901,"CRANDALL ISD",10,3166,94,734,166,0,164,1312,1514,1150,12,16,248
"STATE","DISTRICT","2013-2014",129902,"FORNEY ISD",10,8648,376,2247,498,512,196,2315,1738,2738,105,44,686
"STATE","DISTRICT","2013-2014",129903,"KAUFMAN ISD",10,3851,170,951,613,176,425,2537,1249,1732,32,33,362
"STATE","DISTRICT","2013-2014",129904,"KEMP ISD",10,1436,65,352,83,0,83,965,1436,869,5,5,155
"STATE","DISTRICT","2013-2014",129905,"MABANK ISD",10,3394,273,1010,96,0,96,2074,3394,1511,57,34,308
"STATE","DISTRICT","2013-2014",129906,"TERRELL ISD",10,4192,272,1220,882,724,370,2945,2478,2162,-9999999,0,381
"STATE","DISTRICT","2013-2014",129910,"SCURRY-ROSSER ISD",10,977,45,350,18,0,18,450,280,343,-9999999,-9999999,99
"STATE","DISTRICT","2013-2014",130801,"MEADOWLAND CHARTER SCHOOL",20,97,0,22,0,0,0,86,97,91,0,0,44
"STATE","DISTRICT","2013-2014",130901,"BOERNE ISD",20,7229,358,2104,281,404,41,1387,248,2249,46,36,543
"STATE","DISTRICT","2013-2014",130902,"COMFORT ISD",13,1116,85,344,174,44,29,629,1116,582,-9999999,0,109
"STATE","DISTRICT","2013-2014",131001,"KENEDY COUNTY WIDE CSD",02,82,7,0,7,0,7,58,82,46,-9999999,0,-9999999
"STATE","DISTRICT","2013-2014",132902,"JAYTON-GIRARD ISD",17,138,-9999999,53,0,0,0,54,138,53,0,7,18
"STATE","DISTRICT","2013-2014",133901,"CENTER POINT ISD",20,579,19,139,94,0,89,416,578,320,-9999999,6,44
"STATE","DISTRICT","2013-2014",133902,"HUNT ISD",20,199,5,0,24,0,24,60,199,55,0,0,13
"STATE","DISTRICT","2013-2014",133903,"KERRVILLE ISD",20,4992,318,1029,331,186,139,2872,3622,2562,9,13,332
"STATE","DISTRICT","2013-2014",133904,"INGRAM ISD",20,1005,40,269,121,0,120,689,534,633,-9999999,11,79
"STATE","DISTRICT","2013-2014",133905,"DIVIDE ISD",20,13,0,0,-9999999,0,-9999999,0,0,-9999999,0,0,0
"STATE","DISTRICT","2013-2014",134901,"JUNCTION ISD",15,666,58,231,31,0,30,404,318,270,0,-9999999,66
"STATE","DISTRICT","2013-2014",135001,"GUTHRIE CSD",17,113,12,47,-9999999,0,-9999999,23,0,17,0,0,6
"STATE","DISTRICT","2013-2014",136901,"BRACKETT ISD",20,641,53,180,33,0,33,365,641,286,51,0,62
"STATE","DISTRICT","2013-2014",137901,"KINGSVILLE ISD",02,3423,184,917,139,90,28,2581,2475,2003,64,15,354
"STATE","DISTRICT","2013-2014",137902,"RICARDO ISD",02,701,47,0,36,0,31,393,701,237,0,0,22
"STATE","DISTRICT","2013-2014",137903,"RIVIERA ISD",02,435,30,173,17,0,17,252,435,219,-9999999,0,25
"STATE","DISTRICT","2013-2014",137904,"SANTA GERTRUDIS ISD",02,588,80,187,-9999999,0,-9999999,219,583,48,6,0,19
"STATE","DISTRICT","2013-2014",138902,"KNOX CITY-O'BRIEN CISD",09,303,8,90,25,0,25,195,303,158,-9999999,5,46
"STATE","DISTRICT","2013-2014",138903,"MUNDAY CISD",09,389,27,103,24,0,24,246,389,164,0,0,67
"STATE","DISTRICT","2013-2014",138904,"BENJAMIN ISD",09,95,-9999999,5,-9999999,0,-9999999,70,95,34,0,0,12
"STATE","DISTRICT","2013-2014",139905,"CHISUM ISD",08,898,43,257,37,0,38,435,896,443,-9999999,0,91
"STATE","DISTRICT","2013-2014",139908,"ROXTON ISD",08,173,20,84,-9999999,0,-9999999,129,173,19,0,0,22
"STATE","DISTRICT","2013-2014",139909,"PARIS ISD",08,3596,405,828,311,121,158,2806,2379,1716,20,6,376
"STATE","DISTRICT","2013-2014",139911,"NORTH LAMAR ISD",08,2883,283,729,59,0,59,1391,2036,1165,-9999999,-9999999,370
"STATE","DISTRICT","2013-2014",139912,"PRAIRILAND ISD",08,1133,78,322,13,0,13,627,1133,434,5,-9999999,110
"STATE","DISTRICT","2013-2014",140901,"AMHERST ISD",17,150,-9999999,51,44,0,43,128,150,91,0,0,19
"STATE","DISTRICT","2013-2014",140904,"LITTLEFIELD ISD",17,1421,61,321,70,0,70,1042,1421,602,7,0,155
"STATE","DISTRICT","2013-2014",140905,"OLTON ISD",17,640,33,127,104,0,104,470,640,280,0,0,65
"STATE","DISTRICT","2013-2014",140907,"SPRINGLAKE-EARTH ISD",17,384,25,117,24,0,24,240,384,170,-9999999,-9999999,40
"STATE","DISTRICT","2013-2014",140908,"SUDAN ISD",17,448,26,166,33,0,31,284,445,248,0,9,32
"STATE","DISTRICT","2013-2014",141901,"LAMPASAS ISD",12,3387,285,718,90,0,87,1739,1577,1397,325,21,331
"STATE","DISTRICT","2013-2014",141902,"LOMETA ISD",12,313,21,93,40,0,40,239,313,193,-9999999,16,30
"STATE","DISTRICT","2013-2014",142901,"COTULLA ISD",20,1368,128,360,120,0,107,1123,1368,849,-9999999,0,109
"STATE","DISTRICT","2013-2014",143901,"HALLETTSVILLE ISD",03,1022,58,311,15,0,15,406,1021,408,0,6,100
"STATE","DISTRICT","2013-2014",143902,"MOULTON ISD",03,318,6,87,26,0,26,172,316,101,0,0,28
"STATE","DISTRICT","2013-2014",143903,"SHINER ISD",03,588,16,182,9,0,9,194,588,121,0,-9999999,70
"STATE","DISTRICT","2013-2014",143904,"VYSEHRAD ISD",03,124,5,0,0,0,0,55,0,13,0,0,9
"STATE","DISTRICT","2013-2014",143905,"SWEET HOME ISD",03,145,20,0,0,0,0,31,145,21,0,0,10
"STATE","DISTRICT","2013-2014",143906,"EZZELL ISD",03,67,-9999999,0,0,0,0,31,67,7,0,-9999999,9
"STATE","DISTRICT","2013-2014",144901,"GIDDINGS ISD",13,1931,59,457,366,170,68,1311,1930,1060,0,9,168
"STATE","DISTRICT","2013-2014",144902,"LEXINGTON ISD",13,946,42,244,11,0,12,403,946,377,-9999999,5,106
"STATE","DISTRICT","2013-2014",144903,"DIME BOX ISD",13,185,-9999999,49,8,-9999999,8,145,185,120,0,7,31
"STATE","DISTRICT","2013-2014",145901,"BUFFALO ISD",06,989,73,263,164,0,163,646,989,581,-9999999,0,68
"STATE","DISTRICT","2013-2014",145902,"CENTERVILLE ISD",06,692,24,182,25,0,25,275,354,302,5,5,59
"STATE","DISTRICT","2013-2014",145906,"NORMANGEE ISD",06,514,56,127,18,0,19,246,514,180,0,0,42
"STATE","DISTRICT","2013-2014",145907,"OAKWOOD ISD",06,159,7,52,-9999999,0,-9999999,132,159,87,0,0,15
"STATE","DISTRICT","2013-2014",145911,"LEON ISD",06,732,80,225,87,0,86,393,357,339,0,-9999999,54
"STATE","DISTRICT","2013-2014",146901,"CLEVELAND ISD",04,3838,86,1148,842,574,230,2949,3779,2248,-9999999,9,305
"STATE","DISTRICT","2013-2014",146902,"DAYTON ISD",04,5082,183,1210,798,551,164,3126,5059,3021,15,7,412
"STATE","DISTRICT","2013-2014",146903,"DEVERS ISD",04,174,0,0,18,0,18,62,174,63,0,0,15
"STATE","DISTRICT","2013-2014",146904,"HARDIN ISD",04,1300,50,306,27,0,27,663,1296,649,-9999999,7,86
"STATE","DISTRICT","2013-2014",146905,"HULL-DAISETTA ISD",05,499,13,166,10,0,10,363,499,274,0,0,40
"STATE","DISTRICT","2013-2014",146906,"LIBERTY ISD",04,2070,193,503,303,232,60,1237,2070,1247,11,12,158
"STATE","DISTRICT","2013-2014",146907,"TARKINGTON ISD",04,1883,66,455,25,0,24,899,876,779,9,-9999999,140
"STATE","DISTRICT","2013-2014",147901,"COOLIDGE ISD",12,326,5,65,47,0,47,270,326,219,-9999999,0,56
"STATE","DISTRICT","2013-2014",147902,"GROESBECK ISD",12,1875,110,494,54,0,54,1144,-9999999,935,0,0,215
"STATE","DISTRICT","2013-2014",147903,"MEXIA ISD",12,1979,67,468,281,102,167,1648,1979,1162,0,0,219
"STATE","DISTRICT","2013-2014",148901,"BOOKER ISD",16,417,25,108,87,0,87,235,416,232,0,-9999999,32
"STATE","DISTRICT","2013-2014",148902,"FOLLETT ISD",16,179,-9999999,45,11,0,11,93,179,48,0,0,13
"STATE","DISTRICT","2013-2014",148903,"HIGGINS ISD",16,138,6,36,-9999999,0,-9999999,80,138,73,0,0,19
"STATE","DISTRICT","2013-2014",148905,"DARROUZETT ISD",16,114,6,55,-9999999,0,-9999999,74,114,34,0,0,7
"STATE","DISTRICT","2013-2014",149901,"GEORGE WEST ISD",02,1128,115,342,30,0,28,454,785,306,0,0,90
"STATE","DISTRICT","2013-2014",149902,"THREE RIVERS ISD",02,638,51,184,19,0,19,323,41,310,0,0,60
"STATE","DISTRICT","2013-2014",150901,"LLANO ISD",13,1825,143,559,78,0,78,1079,909,845,12,7,185
"STATE","DISTRICT","2013-2014",152802,"RISE ACADEMY",17,261,0,0,0,0,0,219,261,48,-9999999,7,38
"STATE","DISTRICT","2013-2014",152803,"SOUTH PLAINS ACADEMY CHARTER DISTR",17,225,0,32,0,0,0,186,225,213,-9999999,-9999999,34
"STATE","DISTRICT","2013-2014",152805,"HARMONY SCIENCE ACAD (LUBBOCK)",17,806,22,27,54,0,51,549,806,333,0,0,76
"STATE","DISTRICT","2013-2014",152901,"LUBBOCK ISD",17,29287,782,6310,1027,772,483,19511,24148,12834,178,171,3248
"STATE","DISTRICT","2013-2014",152902,"NEW DEAL ISD",17,746,31,232,13,0,13,418,304,407,-9999999,-9999999,61
"STATE","DISTRICT","2013-2014",152903,"SLATON ISD",17,1311,72,313,59,0,59,979,1309,639,-9999999,-9999999,170
"STATE","DISTRICT","2013-2014",152906,"LUBBOCK-COOPER ISD",17,4965,166,972,114,10,104,1646,2665,1459,35,27,384
"STATE","DISTRICT","2013-2014",152907,"FRENSHIP ISD",17,8380,763,2448,253,94,171,3102,3095,2525,8,31,637
"STATE","DISTRICT","2013-2014",152908,"ROOSEVELT ISD",17,1053,40,272,38,0,38,792,538,678,8,85,106
"STATE","DISTRICT","2013-2014",152909,"SHALLOWATER ISD",17,1586,131,434,32,0,31,646,688,674,14,8,122
"STATE","DISTRICT","2013-2014",152910,"IDALOU ISD",17,987,52,315,19,0,19,383,692,309,-9999999,-9999999,83
"STATE","DISTRICT","2013-2014",153903,"O'DONNELL ISD",17,298,14,94,21,0,21,239,298,189,5,0,19
"STATE","DISTRICT","2013-2014",153904,"TAHOKA ISD",17,629,34,219,15,0,15,409,629,273,0,13,52
"STATE","DISTRICT","2013-2014",153905,"NEW HOME ISD",17,302,0,68,11,0,9,103,302,70,0,0,21
"STATE","DISTRICT","2013-2014",153907,"WILSON ISD",17,135,5,31,14,0,13,94,135,88,0,0,14
"STATE","DISTRICT","2013-2014",154901,"MADISONVILLE CISD",06,2337,49,610,324,14,307,1741,2337,965,-9999999,-9999999,166
"STATE","DISTRICT","2013-2014",154903,"NORTH ZULCH ISD",06,351,17,134,10,0,9,233,351,152,0,0,37
"STATE","DISTRICT","2013-2014",155901,"JEFFERSON ISD",08,1215,75,340,20,0,20,914,1215,757,6,-9999999,115
"STATE","DISTRICT","2013-2014",156902,"STANTON ISD",18,873,43,195,40,0,44,457,632,446,0,-9999999,74
"STATE","DISTRICT","2013-2014",156905,"GRADY ISD",18,242,8,54,27,0,27,67,242,117,0,0,14
"STATE","DISTRICT","2013-2014",157901,"MASON ISD",15,706,77,190,40,0,40,380,706,241,-9999999,0,64
"STATE","DISTRICT","2013-2014",158901,"BAY CITY ISD",03,3606,136,805,417,175,172,2594,3601,1719,0,0,306
"STATE","DISTRICT","2013-2014",158902,"TIDEHAVEN ISD",03,800,64,216,67,0,67,530,578,389,-9999999,0,50
"STATE","DISTRICT","2013-2014",158904,"MATAGORDA ISD",03,203,10,0,16,0,16,156,202,91,0,-9999999,13
"STATE","DISTRICT","2013-2014",158905,"PALACIOS ISD",03,1489,98,358,258,178,81,976,1488,688,-9999999,-9999999,135
