FID,SDLEA10,NAME,NAME2,DISTRICT_N,DISTRICT,DISTRICT_C,NCES_DISTR,COLOR,Shape_area,Shape_len,Shape__Area,Shape__Length
807,27420,Liberty Hill ISD,Liberty Hill,246908,246-908,246908,4827420,3,284145461.971,114726.548869,387007431.671875,133869.000100542
808,12220,Burnet Cons ISD,Burnet Cons,27903,027-903,027903,4812220,5,1824230516.59,336252.643054,2492250382.02344,393072.675041129
809,20600,Georgetown ISD,Georgetown,246904,246-904,246904,4820600,5,467656852.913,143604.39051,636856562.101563,167558.959132575
810,27870,Lockhart ISD,Lockhart,28902,028-902,028902,4827870,6,870307481.796,169456.696854,1166064812.60156,196113.057607697
811,00010,Hays Cons ISD,Hays Cons,105906,105-906,105906,4800010,2,562468334.17,152232.744224,755998227.285156,176499.7183142
812,42660,Thrall ISD,Thrall,246912,246-912,246912,4842660,3,385777495.526,124691.221371,524246583.230469,145349.454810866
813,27330,Lexington ISD,Lexington,144902,144-902,144902,4827330,2,777258931.1,231719.559739,1052753686.62891,269703.262383567
814,29760,McDade ISD,McDade,11905,011-905,011905,4829760,7,168201392.695,70082.4278716,227147342.246094,81447.9772153832
815,09570,Bastrop ISD,Bastrop,11901,011-901,011901,4809570,4,1112577720.12,218630.760095,1497345042.39844,253725.947748336
816,16620,Del Valle ISD,Del Valle,227910,227-910,227910,4816620,7,438856712.703,127480.574736,591506780.09375,148042.30283716
817,34830,Pflugerville ISD,Pflugerville,227904,227-904,227904,4834830,3,197517760.44,87945.3808071,267676797.6875,102365.548300219
818,28890,Manor ISD,Manor,227907,227-907,227907,4828890,2,231293233.404,108755.333616,312757539.667969,126461.058318243
819,15420,Coupland ISD,Coupland,246914,246-914,246914,4815420,6,110143278.816,84561.1575345,149320689.6875,98463.7957519017
820,42280,Taylor ISD,Taylor,246911,246-911,246911,4842280,1,199168837.345,102951.181826,270548808.523438,120035.36840531
821,18360,Elgin ISD,Elgin,11902,011-902,011902,4818360,1,426596332.559,131402.977946,576791754.429688,152791.671715196
822,38080,Round Rock ISD,Round Rock,246909,246-909,246909,4838080,7,253236795.979,91501.078767,343611979.550781,106568.268199087
823,24100,Hutto ISD,Hutto,246906,246-906,246906,4824100,6,175686119.361,68725.4146176,238677799.945313,80122.6118674396
824,26470,Lake Travis ISD,Lake Travis,227913,227-913,227913,4826470,3,301831934.738,138099.170156,408306199.867188,160639.485982042
825,17760,Eanes ISD,Eanes,227909,227-909,227909,4817760,5,88449225.4752,64245.3268783,119542571.265625,74702.8825898862
826,08940,Austin ISD,Austin,227901,227-901,227901,4808940,1,592586396.571,243462.502822,800132259.988281,282989.801990956
827,00008,Dripping Springs ISD,Dripping Springs,105904,105-904,105904,4800008,6,511672993.143,157647.585123,690126748.421875,183059.757075807
828,29010,Marble Falls ISD,Marble Falls,27904,027-904,027904,4829010,7,761748597.474,153660.108683,1034802924.5,179066.318230029
829,27030,Leander ISD,Leander,246913,246-913,246913,4827030,6,515860875.499,153901.806353,700272301.332031,179284.138510623
830,26400,Lago Vista ISD,Lago Vista,227912,227-912,227912,4826400,5,89196881.172,53283.6835518,120896034.304688,62014.2907922293
831,24840,Johnson City ISD,Johnson City,16901,016-901,016901,4824840,5,1386156173.48,213251.884572,1874441517.71484,247944.09601346
832,45150,West Rusk County Cons ISD,West Rusk County Cons,201914,201-914,201914,4845150,2,254170242.476,102095.456463,357453631.050781,121097.882910193
833,12870,Carlisle ISD,Carlisle,201913,201-913,201913,4812870,1,198633716.914,88055.9058855,278621991.953125,104287.214493522
834,08730,Arp ISD,Arp,212901,212-901,212901,4808730,7,217122907.661,98774.43113,305682298.175781,117205.500140076
835,32610,New Summerfield ISD,New Summerfield,37908,037-908,037908,4832610,6,152078021.999,80675.2881794,212909370.574219,95458.4976576047
836,12060,Bullard ISD,Bullard,212902,212-902,212902,4812060,3,220461672.206,88459.5081918,309540899.707031,104772.204290449
837,45600,Whitehouse ISD,Whitehouse,212906,212-906,212906,4845600,1,199310952.382,84724.6129978,280341870.304688,100480.038583502
838,43470,Tyler ISD,Tyler,212905,212-905,212905,4843470,4,533574615.696,164762.871918,752351890.226563,195664.57117594
839,11640,Brownsboro ISD,Brownsboro,107902,107-902,107902,4811640,2,497135548.063,166339.602539,700107703.980469,197345.359346113
840,19770,Frankston ISD,Frankston,1904,001-904,001904,4819770,7,233526867.132,123115.681588,327183725.59375,145716.515078027
841,43230,Troup ISD,Troup,212904,212-904,212904,4843230,4,285203992.463,109661.271091,400340219.734375,129924.948828468
842,24590,Jacksonville ISD,Jacksonville,37904,037-904,037904,4824590,5,673391772.264,167832.714657,942048994.222656,198456.785403823
843,16410,Dayton ISD,Dayton,146902,146-902,146902,4816410,4,675902885.518,178401.221511,908449771.242188,206821.813408471
844,08190,Anahuac ISD,Anahuac,36901,036-901,036901,4808190,1,1192239591.83,229823.59962,1590906193.48438,265414.55520658
845,23880,Hull-Daisetta ISD,Hull-Daisetta,146905,146-905,146905,4823880,7,216022848.515,85210.6871011,290730532.753906,98936.2758319975
846,27450,Liberty ISD,Liberty,146906,146-906,146906,4827450,3,343411125.221,106704.660085,461159125.242188,123665.158656615
847,22380,Hardin ISD,Hardin,146904,146-904,146904,4822380,1,547905686.666,156889.082497,740291083.203125,182407.607550515
848,16920,Devers ISD,Devers,146903,146-903,146903,4816920,2,397885349.483,97129.28564,534208429.972656,112593.361982739
849,45000,West Hardin County Cons ISD,West Hardin County Cons,100908,100-908,100908,4845000,5,630946900.986,151398.939381,852742002.117188,176073.251686179
850,22410,Hardin-Jefferson ISD,Hardin-Jefferson,100905,100-905,100905,4822410,3,779056456.065,165869.561703,1048358058.65234,192481.202263763
851,13960,China Spring ISD,China Spring,161920,161-920,161920,4813960,1,185303294.524,89791.1838112,257672166.160156,105819.167616021
852,43760,Valley Mills ISD,Valley Mills,18904,018-904,018904,4843760,6,451943983.613,156231.306326,628632562.472656,184222.695875618
853,37200,Rio Vista ISD,Rio Vista,126907,126-907,126907,4837200,6,201102225.156,122437.245045,283007808.445313,145229.962284561
854,24450,Italy ISD,Italy,70907,070-907,070907,4824450,1,154907308.528,68407.5027896,217686433.484375,81099.9478329375
855,09030,Avalon ISD,Avalon,70901,070-901,070901,4809030,6,119942521.562,64873.8627342,168702736.9375,76935.953876036
856,10470,Blooming Grove ISD,Blooming Grove,175902,175-902,175902,4810470,7,427932228.903,121828.656668,600414418.296875,144255.265004576
857,20040,Frost ISD,Frost,175905,175-905,175905,4820040,3,224316436.624,100426.797609,314369204.246094,118867.77510879
858,24480,Itasca ISD,Itasca,109907,109-907,109907,4824480,7,347860021.4,108464.784862,488725374.015625,128532.66051448
859,30780,Milford ISD,Milford,70909,070-909,070909,4830780,6,156145655.451,85662.4122813,219292445.773438,101537.327555531
860,29580,Maypearl ISD,Maypearl,70915,070-915,070915,4829580,4,203980868.253,71920.062691,287498768.492188,85440.0084899659
861,15480,Covington ISD,Covington,109903,109-903,109903,4815480,4,111419958.016,76484.8376367,156513088.578125,90646.8478126283
862,21540,Grandview ISD,Grandview,126904,126-904,126904,4821540,2,202462791.244,101849.880107,285240275.476563,120883.548740629
863,45720,Whitney ISD,Whitney,109911,109-911,109911,4845720,5,306482180.058,116566.002978,428819873.054688,137851.320033181
864,10650,Blum ISD,Blum,109913,109-913,109913,4810650,1,263640351.559,111967.579476,370130297,132639.32360406
865,31380,Morgan ISD,Morgan,18903,018-903,018903,4831380,1,160838997.601,109880.18048,225174360.171875,130014.206294217
866,30300,Meridian ISD,Meridian,18902,018-902,018902,4830300,4,372877015.431,172607.55703,521255987.835938,204027.965620732
867,14400,Clifton ISD,Clifton,18901,018-901,018901,4814400,7,566046359.339,249124.059863,789121862.480469,294092.567333162
868,25890,Kopperl ISD,Kopperl,18907,018-907,018907,4825890,4,297105286.718,143309.465946,416672864.59375,169710.082980972
869,16380,Dawson ISD (Navarro),Dawson (Navarro),175904,175-904,175904,4816380,5,435226242.42,139578.401076,608195675.875,164978.69114663
870,28800,Malone ISD,Malone,109908,109-908,109908,4828800,1,118524594.302,72300.7082694,165736214.714844,85491.8266169298
871,15120,Coolidge ISD,Coolidge,147901,147-901,147901,4815120,2,365801288.961,117435.430724,509207751.714844,138499.319432013
872,23730,Hubbard ISD (Hill),Hubbard (Hill),109905,109-905,109905,4823730,3,164390743.239,70636.8341389,229398645.332031,83450.4303168988
873,12360,Bynum ISD,Bynum,109902,109-902,109902,4812360,4,209964737.836,132360.00753,293928835.234375,156613.136856828
874,23280,Hillsboro ISD,Hillsboro,109904,109-904,109904,4823280,3,336174130.425,160494.58626,470906009.464844,189951.018233412
875,00003,Rocksprings ISD,Rocksprings,69901,069-901,069901,4800003,3,4194399560.49,368146.056136,5637756550.01172,426616.862291789
876,27000,Leakey ISD,Leakey,193902,193-902,193902,4827000,7,1095132346.67,178240.143884,1465872508.69141,206308.899761558
877,29280,Mason ISD,Mason,157901,157-901,157901,4829280,6,2564106007.59,287118.092617,3496363261.10547,335380.571960062
878,17400,Doss Cons CSD,Doss Cons CSD,86024,086-024,086024,4817400,3,341888348.043,121126.439026,463510258.527344,140985.775764798
879,25020,Junction ISD,Junction,134901,134-901,134901,4825020,2,2843534432.07,268667.504982,3858397691.43359,312731.692812393
880,16140,D'Hanis ISD,D'Hanis,163902,163-902,163902,4816140,7,984595735.581,174226.175726,1304253005.53516,200723.651483682
881,43680,Utopia ISD,Utopia,232904,232-904,232904,4843680,4,916699107.106,201772.691082,1222671799.54297,233106.919790137
882,23430,Hondo ISD,Hondo,163904,163-904,163904,4823430,4,1385984589.06,271301.577058,1836688312.46094,312214.670228373
883,17190,Divide ISD,Divide,133905,133-905,133905,4817190,1,723976374.648,163317.593902,974058684.433594,189472.240920959
884,09360,Bandera ISD,Bandera,10902,010-902,010902,4809360,6,816245159.969,158266.606637,1089497482.20703,182685.697117571
885,25590,Kerrville ISD,Kerrville,133903,133-903,133903,4825590,7,428280268.517,133876.490529,575318279.945313,155081.230584136
886,22590,Harper ISD,Harper,86902,086-902,086902,4822590,5,998786674.719,249464.48111,1350032436.30859,290006.44177525
887,19840,Fredericksburg ISD,Fredericksburg,86901,086-901,086901,4819840,4,1960160137.98,247516.972324,2649239708.92188,287550.893731995
888,24210,Ingram ISD,Ingram,133904,133-904,133904,4824210,4,538630696.38,166166.872531,725926977.757813,192806.238639432
889,23970,Hunt ISD,Hunt,133902,133-902,133902,4823970,2,450061442.032,131407.246921,604798720.277344,152349.973243814
890,14790,Comfort ISD,Comfort,130902,130-902,130902,4814790,1,982301141.286,203750.975385,1319079941.57031,236079.544530667
891,13350,Center Point ISD,Center Point,133901,133-901,133901,4813350,2,247437273.945,84866.8057138,331751080.578125,98272.8906642451
892,30030,Medina ISD,Medina,10901,010-901,010901,4830030,5,791017634.918,179349.571568,1058039009.88672,207285.891055294
893,33660,Olton ISD,Olton,140905,140-905,140905,4833660,2,898973992.981,180904.727213,1317333217.11328,219037.862541845
894,22050,Hale Center ISD,Hale Center,95903,095-903,095903,4822050,1,405264441.611,123508.890716,593069788.402344,149374.929374867
895,15360,Cotton Center ISD,Cotton Center,95902,095-902,095902,4815360,5,340899918.043,113173.190991,498068821.136719,136868.762246495
896,08460,Anton ISD,Anton,110901,110-901,110901,4808460,1,213198178.4,58774.7540697,310163234.484375,70909.9100634939
897,37830,Ropes ISD,Ropes,110905,110-905,110905,4837830,5,407986149.437,97525.907023,589209290.726563,117188.020201604
898,40590,Smyer ISD,Smyer,110906,110-906,110906,4840590,3,272427714.773,78455.7136413,394891175.308594,94480.9199421519
899,07410,Abernathy ISD,Abernathy,95901,095-901,095901,4807410,3,468618008.333,127989.253081,682817209.296875,154434.624533768
900,34680,Petersburg ISD,Petersburg,95904,095-904,095904,4834680,6,393620236.979,102990.335009,574091241.34375,124361.17617605
901,32490,New Home ISD,New Home,153905,153-905,153905,4832490,7,349533600.558,84344.9326585,503394737.035156,101173.838315126
902,39870,Shallowater ISD,Shallowater,152909,152-909,152909,4839870,7,194774395.16,61866.8163305,282812447.5,74571.4917394052
903,32430,New Deal ISD,New Deal,152902,152-902,152902,4832430,2,310929954.808,101517.153242,451914036.550781,122388.973217486
904,19830,Frenship ISD,Frenship,152907,152-907,152907,4819830,4,315504649.986,90960.2877825,456368391.613281,109478.849607992
905,28500,Lubbock ISD,Lubbock,152901,152-901,152901,4828500,3,225674008.347,61964.8199658,326816012.960938,74575.0916736224
906,24120,Idalou ISD,Idalou,152910,152-910,152910,4824120,4,316991494.485,98064.4091489,460446856.722656,118175.2744563
907,40440,Slaton ISD,Slaton,152903,152-903,152903,4840440,1,228542914.859,74118.4051622,330068322.128906,89070.5068146316
908,45990,Wilson ISD,Wilson,153907,153-907,153907,4845990,6,357815529.487,89391.6094178,515093947.738281,107262.754756557
909,40890,Southland ISD,Southland,85903,085-903,085903,4840890,3,305493647.9,103814.422024,440030110.699219,124515.70591426
910,37800,Roosevelt ISD,Roosevelt,152908,152-908,152908,4837800,6,281263907.398,80990.5559006,407291747.816406,97454.8055479106
911,28230,Lorenzo ISD,Lorenzo,54902,054-902,054902,4828230,7,507702528.769,180758.227206,736300340.214844,217717.8425262
912,15180,Lubbock-Cooper ISD,Lubbock-Cooper,152906,152-906,152906,4815180,5,303042478.037,83335.1764085,437634220.3125,100093.008646767
913,11580,Brooks County ISD,Brooks County,24901,024-901,024901,4811580,1,2446281058.88,215227.808068,3092502444.96875,242006.724320587
914,38910,San Isidro ISD,San Isidro,214902,214-902,214902,4838910,6,604177234.622,112678.563785,758494409.701172,126221.122854458
915,36540,Raymondville ISD,Raymondville,245903,245-903,245903,4836540,5,330217806.174,105633.717834,413289044.257813,118072.937969404
916,25410,Kenedy County-Wide CSD,Kenedy County-Wide CSD,131001,131-001,131001,4825410,6,5027551267.45,298233.333807,6342276574.30664,335008.3387569
917,26850,Lasara ISD,Lasara,245901,245-901,245901,4826850,2,171302180.211,55139.6117699,214244862.621094,61665.8125539319
918,26130,La Joya ISD,La Joya,108912,108-912,108912,4826130,5,543501524.503,119244.24781,677248747.052734,133158.690777199
919,37140,Rio Grande City Cons ISD,Rio Grande City Cons,214901,214-901,214901,4837140,2,1252170343.93,188325.465104,1564691190.87109,210599.441470231
920,31230,Monte Alto ISD,Monte Alto,108915,108-915,108915,4831230,3,120125191.405,46710.8819484,149909747.203125,52196.5672178539
921,28620,Lyford Cons ISD,Lyford Cons,245902,245-902,245902,4828620,6,923380700.179,201576.223163,1152557717.10547,224918.189117419
922,39360,Santa Rosa ISD,Santa Rosa,31914,031-914,031914,4839360,4,68297055.0088,33375.3582897,85032915.59375,37241.4650601752
923,31040,Mission Cons ISD,Mission Cons,108908,108-908,108908,4831040,3,108747414.71,66212.7268658,135327816.041016,73990.7373372384
924,29670,McAllen ISD,McAllen,108906,108-906,108906,4829670,1,91917143.6829,52127.1697623,114320056.365234,58174.6250324749
925,43800,Valley View ISD (Hidalgo),Valley View (Hidalgo),108916,108-916,108916,4843800,5,26385524.1534,26147.2128593,32747805.6855469,29141.6248786363
926,39930,Sharyland ISD,Sharyland,108911,108-911,108911,4839930,6,68375667.1975,48651.8912584,85084868.7558594,54354.5407377884
927,34860,Pharr-San Juan-Alamo ISD,Pharr-San Juan-Alamo,108909,108-909,108909,4834860,3,143301464.947,56913.4920846,178098851.708984,63453.7291700167
928,23100,Hidalgo ISD,Hidalgo,108905,108-905,108905,4823100,4,88384950.2508,81157.882562,109673619.923828,90403.5872129904
929,18180,Edinburg Cons ISD,Edinburg Cons,108904,108-904,108904,4818180,4,2158636426.5,214831.836196,2701976117.16602,240342.173887864
930,26340,La Villa ISD,La Villa,108914,108-914,108914,4826340,2,93500701.0821,43310.8840677,116468998.505859,48373.1306013999
931,18060,Edcouch-Elsa ISD,Edcouch-Elsa,108903,108-903,108903,4818060,1,72461390.2005,44894.1026682,90239865.4609375,50094.9506446102
932,39330,Santa Maria ISD,Santa Maria,31913,031-913,031913,4839330,4,73203691.1526,49949.4846591,90811535.5332031,55681.9027787349
933,26040,La Feria ISD,La Feria,31905,031-905,031905,4826040,1,91997538.8545,43811.0030772,114337703.441406,48876.0781982267
934,35910,Progreso ISD,Progreso,108910,108-910,108910,4835910,1,58955600.9435,41351.6361713,73137722.0273438,46068.1342249321
935,44960,Weslaco ISD,Weslaco,108913,108-913,108913,4844960,3,141003049.884,55429.5401061,175256233.277344,61849.9381949676
936,30250,Mercedes ISD,Mercedes,108907,108-907,108907,4830250,5,118818074.577,51985.6041453,147568952.501953,58013.5988650111
937,17390,Donna ISD,Donna,108902,108-902,108902,4817390,5,227876546.342,81026.9855203,283071055.964844,90412.1554613285
938,24180,Ingleside ISD,Ingleside,205903,205-903,205903,4824180,4,60682136.5806,45463.3651098,78019885.0195313,51552.2881277531
939,08580,Aransas Pass ISD,Aransas Pass,205901,205-901,205901,4808580,6,144210174.376,77398.3966134,185585110.3125,87821.8661016381
940,08550,Aransas County ISD,Aransas County,4901,004-901,004901,4808550,5,1296661203.85,223923.838481,1674648420.97656,254454.564045333
941,42060,Taft ISD,Taft,205907,205-907,205907,4842060,2,250398062.962,96006.3408599,322612074.671875,109053.98476725
942,40350,Sinton ISD,Sinton,205906,205-906,205906,4840350,6,577495668.684,194931.818059,745474961.183594,221502.502667436
943,33360,Odem-Edroy ISD,Odem-Edroy,205905,205-905,205905,4833360,7,296750182.563,120754.619108,382031944.09375,136962.058271721
944,21780,Gregory-Portland ISD,Gregory-Portland,205902,205-902,205902,4821780,7,262709408.432,95649.8680419,338400200.119141,108586.035386713
945,43350,Tuloso-Midway ISD,Tuloso-Midway,178912,178-912,178912,4843350,6,129024420.815,75624.9201294,165674420.59375,85700.1853748921
946,15270,Corpus Christi ISD,Corpus Christi,178904,178-904,178904,4815270,5,434035058.371,143638.636654,557027907.390625,162720.249419913
947,14730,Comal ISD,Comal,46902,046-902,046902,4814730,7,1514274436.26,313167.700406,2025661838.39063,362098.36702221
948,39690,Seguin ISD,Seguin,94901,094-901,094901,4839690,1,955610375.841,203315.137602,1271382528.69141,234559.766660084
949,32160,Navarro ISD,Navarro,94903,094-903,094903,4832160,3,222805075.78,78614.1322402,297352863.328125,90807.0012641139
950,29100,Marion ISD,Marion,94904,094-904,094904,4829100,5,217192271.315,95652.9373172,288972405.046875,110326.600094693
951,32370,New Braunfels ISD,New Braunfels,46901,046-901,046901,4832370,3,192725512.436,88610.0353654,257331825.972656,102390.839888135
952,10320,Blanco ISD,Blanco,16902,016-902,016902,4810320,3,900788229.35,213243.945801,1211162666.10547,247194.131674787
953,39480,Schertz-Cibolo-Universal City ISD,Schertz-Cibolo-Universal City,94902,094-902,094902,4839480,6,154892131.379,83908.8159655,206101135.484375,96773.6967432236
954,10710,Boerne ISD,Boerne,130901,130-901,130901,4810710,5,793873873.159,253744.655691,1062200722.17188,293535.369163764
955,32940,North East ISD,North East,15910,015-910,015910,4832940,3,342770040.078,113966.846833,456334945.421875,131484.820323037
956,24990,Judson ISD,Judson,15916,015-916,015916,4824990,4,144046960.001,104799.233475,191627579.9375,120865.402241046
957,00009,Wimberley ISD,Wimberley,105905,105-905,105905,4800009,1,348962737.53,112611.658257,468840854.527344,130534.119593228
958,38970,San Marcos Cons ISD,San Marcos Cons,105902,105-902,105902,4838970,5,475842980.632,140895.214829,637179324.457031,163034.927476827
959,45780,Wichita Falls ISD,Wichita Falls,243905,243-905,243905,4845780,5,212011990.226,83393.4930033,309075541.785156,100721.630758236
960,22980,Henrietta ISD,Henrietta,39902,039-902,039902,4822980,2,1117268214.92,224199.726012,1627022626.98047,270557.852842011
961,34710,Petrolia Cons ISD,Petrolia Cons,39903,039-903,039903,4834710,7,563395712.418,156590.759501,823822454.507813,189302.839993886
962,14130,City View ISD,City View,243906,243-906,243906,4814130,1,36836057.0183,31888.6330657,53769611.2695313,38550.1854528661
963,12120,Burkburnett ISD,Burkburnett,243901,243-901,243901,4812120,4,457011951.351,137447.628041,668639163.859375,166206.284894233
964,24260,Iowa Park Cons ISD,Iowa Park Cons,243903,243-903,243903,4824260,6,457637380.562,158558.160288,667701423.425781,191528.006908913
965,23400,Holliday ISD,Holliday,5902,005-902,005902,4823400,4,626040964.168,159426.20045,910000081.304688,192190.725853658
966,08610,Archer City ISD,Archer City,5901,005-901,005901,4808610,3,1117764013.16,222138.122458,1619396180.6875,267389.154918888
967,45040,West ISD,West,161916,161-916,161916,4845040,7,326576852.165,101518.515646,455033279.179688,119842.441367807
968,31620,Mount Calm ISD,Mount Calm,109910,109-910,109910,4831620,5,128839333.343,66307.6586936,179498757.710938,78268.1295645433
969,09150,Axtell ISD,Axtell,161918,161-918,161918,4809150,3,219797850.461,103521.180941,305588323.683594,122087.522751857
970,26280,La Vega ISD,La Vega,161906,161-906,161906,4826280,5,86528429.8844,65453.9328548,120144590.625,77147.6894144514
971,14970,Connally ISD,Connally,161921,161-921,161921,4814970,1,84606223.8635,54750.1606907,117617955.085938,64541.2877976814
972,34560,Penelope ISD,Penelope,109914,109-914,109914,4834560,6,125080336.588,65274.8758295,174582953.074219,77116.4334578326
973,08520,Aquilla ISD,Aquilla,109912,109-912,109912,4808520,2,177696931.132,95907.1911163,247968012.242188,113322.996748364
974,07380,Abbott ISD,Abbott,109901,109-901,109901,4807380,1,193668700.315,92347.745187,270540320.886719,109172.774372198
975,20610,Gholson ISD,Gholson,161925,161-925,161925,4820610,4,51992951.7174,41320.5097982,72372020.9101563,48734.6719081122
976,31760,Mount Pleasant ISD,Mount Pleasant,225902,225-902,225902,4831760,5,695307477.959,269683.66614,999114250.320313,323456.542254535
977,16180,Daingerfield-Lone Star ISD,Daingerfield-Lone Star,172902,172-902,172902,4816180,4,338470095.302,121104.541915,484335827.230469,144911.469265601
978,13680,Chapel Hill ISD (Titus),Chapel Hill (Titus),225906,225-906,225906,4813680,7,137763609.756,83037.8488845,197435954.265625,99399.3616191632
979,34800,Pewitt Cons ISD,Pewitt Cons,172905,172-905,172905,4834800,1,582384320.418,220683.894464,836849305.027344,264629.166709057
980,09060,Avery ISD,Avery,194902,194-902,194902,4809060,6,433479786.444,171616.474646,627657880.988281,206676.216543898
981,35010,Pittsburg ISD,Pittsburg,32902,032-902,032902,4835010,3,577662899.538,177002.330677,825633890.414063,211558.161505836
982,22710,Harts Bluff ISD,Harts Bluff,225907,225-907,225907,4822710,1,76276379.4848,61193.3051531,109699298.863281,73408.8973030922
983,31770,Mount Vernon ISD,Mount Vernon,80901,080-901,080901,4831770,1,650269065.467,166977.179244,933614008.175781,200299.736882026
984,42120,Rivercrest ISD,Rivercrest,194903,194-903,194903,4842120,4,609079372.682,176429.42254,879027394.558594,211986.319592128
985,14190,Clarksville ISD,Clarksville,194904,194-904,194904,4814190,3,1225687407.14,227551.04531,1777324813.73047,274116.067992189
986,24420,Irving ISD,Irving,57912,057-912,057912,4824420,5,131890047.43,79479.2640315,187968423.996094,94914.2953016994
987,16230,Dallas ISD,Dallas,57905,057-905,057905,4816230,2,987399920.031,268210.882435,1404300526.49219,319971.118784972
988,42870,Tioga ISD,Tioga,91907,091-907,091907,4842870,1,89198489.9363,54523.3251701,128868356.644531,65572.8831858892
989,12510,Callisburg ISD,Callisburg,49905,049-905,049905,4812510,2,354507702.378,144034.003117,514113150.527344,173546.358332736
990,21960,Gunter ISD,Gunter,91917,091-917,091917,4821960,7,171234247.45,69889.2347871,247307927.746094,83965.764894333
991,13290,Celina ISD,Celina,43903,043-903,043903,4813290,2,248028802.851,98802.1559056,357345667.191406,118532.933981581
992,07890,Allen ISD,Allen,43901,043-901,043901,4807890,2,75462739.8169,50264.8008993,108183820.695313,60165.2755161778
993,29850,McKinney ISD,McKinney,43907,043-907,043907,4829850,1,280834867.924,181867.859969,403537566.285156,218026.713002125
994,19530,Forestburg ISD,Forestburg,169910,169-910,169910,4819530,4,329639251.962,117728.686859,476954913.570313,141639.326815876
995,08100,Alvord ISD,Alvord,249901,249-901,249901,4808100,3,294945873.969,127552.465141,425294041.371094,153082.859097355
996,15210,Coppell ISD,Coppell,57922,057-922,057922,4815210,3,64236657.617,44347.1309832,91777925.5625,53006.2914287785
997,13050,Carrollton-Farmers Branch ISD,Carrollton-Farmers Branch,57903,057-903,057903,4813050,7,124515768.056,74516.9833454,177890289.632813,89076.4226724803
998,35100,Plano ISD,Plano,43910,043-910,043910,4835100,3,248843849.329,85212.196611,356195951.265625,101888.844755835
999,25260,Keller ISD,Keller,220907,220-907,220907,4825260,7,130978842.28,75172.2230883,187021294.867188,89828.8620201583
1000,17700,Eagle Mountain-Saginaw ISD,Eagle Mountain-Saginaw,220918,220-918,220918,4817700,6,191339384.751,88642.5555277,273044269.460938,105872.416216138
1001,13020,Carroll ISD,Carroll,220919,220-919,220919,4813020,5,53041439.2639,35409.0158689,75788927.5585938,42327.0042758045
1002,09200,Azle ISD,Azle,220915,220-915,220915,4809200,1,238194438.493,114849.224172,339844048.972656,137200.567130013
1003,11010,Boyd ISD,Boyd,249902,249-902,249902,4811010,3,175523474.84,90730.7914386,251447517.089844,108557.558787679
1004,21660,Grapevine-Colleyville ISD,Grapevine-Colleyville,220906,220-906,220906,4821660,6,137815852.8,71111.1659492,196760182.976563,84979.4921925264
1005,26430,Lake Dallas ISD,Lake Dallas,61912,061-912,061912,4826430,2,43870539.7854,35289.290797,62915519.5,42263.4313170153
1006,08670,Argyle ISD,Argyle,61910,061-910,061910,4808670,6,91234870.5159,72498.5587703,130774667.402344,86812.1618582582
1007,08910,Aubrey ISD,Aubrey,61907,061-907,061907,4808910,3,120346905.253,61611.4984038,173173274.878906,73878.749482083
1008,27720,Little Elm ISD,Little Elm,61914,061-914,061914,4827720,6,99146315.1657,53651.6740049,142266774.945313,64265.8627686436
1009,27300,Lewisville ISD,Lewisville,61902,061-902,061902,4827300,1,323555653.118,110510.627053,463275469.179688,132221.255260024
1010,36000,Prosper ISD,Prosper,43912,043-912,043912,4836000,4,151796561.834,75912.4421842,218244601.265625,90984.8342014585
1011,20010,Frisco ISD,Frisco,43905,043-905,043905,4820010,7,193963553.143,79730.7469358,278322934.785156,95492.5836897703
1012,39180,Sanger ISD,Sanger,61908,061-908,061908,4839180,1,264005112.19,89312.1044858,380586181.632813,107164.892962548
1013,40470,Slidell ISD,Slidell,249908,249-908,249908,4840470,6,302072580.799,135092.827846,435524460.640625,162193.348736933
1014,43860,Valley View ISD (Cooke),Valley View (Cooke),49903,049-903,049903,4843860,4,211277732.486,105405.418067,305395167.558594,126741.103140603
1015,18600,Era ISD,Era,49906,049-906,049906,4818600,7,389423405.88,127529.44841,563127483.15625,153363.914663556
1016,34920,Pilot Point ISD,Pilot Point,61903,061-903,061903,4834920,6,322812579.06,110803.249915,465640711.816406,133079.916120394
1017,35310,Ponder ISD,Ponder,61906,061-906,061906,4835310,3,139504095.285,71597.3363979,200323396.292969,85788.8900973878
1018,33180,Northwest ISD,Northwest,61911,061-911,061911,4833180,4,605472814.069,178540.180291,866624221.777344,213527.943028758
1019,16500,Decatur ISD,Decatur,249905,249-905,249905,4816500,5,552032083.372,158604.695503,793612701.136719,190223.435330203
1020,25980,Krum ISD,Krum,61905,061-905,061905,4825980,4,190016303.006,84620.5490688,273373071.078125,101470.52313106
1021,16740,Denton ISD,Denton,61901,061-901,061901,4816740,5,440252761.93,198752.187024,632573568.875,238212.161526897
